gold_id,latitude,longitude
Go0547461,31.07,-64.17
Go0547462,31.07,-64.17
Go0547463,31.07,-64.17
Go0547464,31.07,-64.17
Go0547465,31.07,-64.17
Go0547466,31.07,-64.17
Go0547467,31.07,-64.17
Go0547468,31.07,-64.17
Go0547469,31.07,-64.17
Go0547470,31.07,-64.17
Go0547471,31.07,-64.17
Go0547472,31.07,-64.17
Go0547473,31.07,-64.17
Go0547474,31.07,-64.17
Go0547475,31.07,-64.17
Go0547476,31.07,-64.17
Go0547477,31.07,-64.17
Go0547478,31.07,-64.17
Go0547479,31.07,-64.17
Go0547480,31.07,-64.17
Go0547481,31.07,-64.17
Go0547482,31.07,-64.17
Go0547483,31.07,-64.17
Go0547484,31.07,-64.17
Go0547485,31.07,-64.17
Go0547486,31.07,-64.17
Go0547487,31.07,-64.17
Go0547488,31.07,-64.17
Go0547489,31.07,-64.17
Go0547490,31.07,-64.17
Go0547491,31.07,-64.17
Go0547492,31.07,-64.17
Go0547493,31.07,-64.17
Go0547494,31.07,-64.17
Go0547495,31.07,-64.17
Go0547496,31.07,-64.17
Go0547497,31.07,-64.17
Go0547498,31.07,-64.17
Go0547499,31.07,-64.17
Go0547500,31.07,-64.17
Go0547501,31.07,-64.17
Go0547502,31.07,-64.17
Go0547503,31.07,-64.17
Go0547504,31.07,-64.17
Go0547505,31.07,-64.17
Go0547506,31.07,-64.17
Go0547507,31.07,-64.17
Go0547508,31.07,-64.17
Go0547509,31.07,-64.17
Go0547510,31.07,-64.17
Go0547511,31.07,-64.17
Go0547512,31.07,-64.17
Go0547513,31.07,-64.17
Go0547514,31.07,-64.17
Go0547515,31.07,-64.17
Go0547516,31.07,-64.17
Go0547517,31.07,-64.17
Go0547518,31.07,-64.17
Go0547519,31.07,-64.17
Go0547520,31.07,-64.17
Go0547521,31.07,-64.17
Go0547522,31.07,-64.17
Go0547523,31.07,-64.17
Go0547524,31.07,-64.17
Go0547525,31.07,-64.17
Go0547526,31.07,-64.17
Go0547527,31.07,-64.17
Go0547528,31.07,-64.17
Go0547529,31.07,-64.17
Go0547530,31.07,-64.17
Go0547531,31.07,-64.17
Go0547532,31.07,-64.17
Go0547533,31.07,-64.17
Go0547534,31.07,-64.17
Go0547535,31.07,-64.17
Go0547536,31.07,-64.17
Go0547537,31.07,-64.17
Go0547538,31.07,-64.17
Go0547539,31.07,-64.17
Go0547540,31.07,-64.17
Go0547541,31.07,-64.17
Go0547542,31.07,-64.17
Go0547543,31.07,-64.17
Go0547544,31.07,-64.17
Go0547545,31.07,-64.17
Go0547546,31.07,-64.17
Go0547547,31.07,-64.17
Go0547548,31.07,-64.17
Go0547549,31.07,-64.17
Go0547550,31.07,-64.17
Go0547551,31.07,-64.17
Go0547552,31.07,-64.17
Go0547553,31.07,-64.17
Go0547554,31.07,-64.17
Go0547555,31.07,-64.17
Go0547556,31.07,-64.17
Go0547557,31.07,-64.17
Go0547558,31.07,-64.17
Go0547559,31.07,-64.17
Go0547560,31.07,-64.17
Go0547561,31.07,-64.17
Go0547562,31.07,-64.17
Go0547563,31.07,-64.17
Go0547564,31.07,-64.17
Go0547565,31.07,-64.17
Go0547566,31.07,-64.17
Go0547567,31.07,-64.17
Go0547568,31.07,-64.17
Go0547569,31.07,-64.17
Go0547570,31.07,-64.17
Go0547571,31.07,-64.17
Go0547572,31.07,-64.17
Go0547573,31.07,-64.17
Go0547574,31.07,-64.17
Go0547575,31.07,-64.17
Go0547576,31.07,-64.17
Go0547577,31.07,-64.17
Go0547578,31.07,-64.17
Go0547579,31.07,-64.17
Go0547580,31.07,-64.17
Go0547581,31.07,-64.17
Go0547582,31.07,-64.17
Go0547583,31.07,-64.17
Go0547584,31.07,-64.17
Go0547585,31.07,-64.17
Go0547586,31.07,-64.17
Go0547587,31.07,-64.17
Go0547588,31.07,-64.17
Go0547589,31.07,-64.17
Go0547590,31.07,-64.17
Go0547591,31.07,-64.17
Go0547592,31.07,-64.17
Go0547593,31.07,-64.17
Go0547594,31.07,-64.17
Go0547595,31.07,-64.17
Go0547596,31.07,-64.17
Go0547597,31.07,-64.17
Go0547598,31.07,-64.17
Go0547599,31.07,-64.17
Go0547600,31.07,-64.17
Go0547601,31.07,-64.17
Go0547602,31.07,-64.17
Go0547603,31.07,-64.17
Go0547604,31.07,-64.17
Go0547605,31.07,-64.17
Go0547606,31.07,-64.17
Go0547607,31.07,-64.17
Go0547608,31.07,-64.17
Go0547609,31.07,-64.17
Go0547610,31.07,-64.17
Go0547611,31.07,-64.17
Go0547612,31.07,-64.17
Go0547613,31.07,-64.17
Go0547614,31.07,-64.17
Go0547615,31.07,-64.17
Go0547616,31.07,-64.17
Go0547617,31.07,-64.17
Go0547618,31.07,-64.17
Go0547619,31.07,-64.17
Go0547620,31.07,-64.17
Go0547621,31.07,-64.17
Go0547622,31.07,-64.17
Go0547623,31.07,-64.17
Go0547624,31.07,-64.17
Go0547625,31.07,-64.17
Go0547626,31.07,-64.17
Go0547627,31.07,-64.17
Go0547628,31.07,-64.17
Go0547629,31.07,-64.17
Go0547630,31.07,-64.17
Go0547631,31.07,-64.17
Go0547632,31.07,-64.17
Go0547633,31.07,-64.17
Go0547634,31.07,-64.17
Go0547635,31.07,-64.17
Go0547636,31.07,-64.17
Go0547637,31.07,-64.17
Go0547638,31.07,-64.17
Go0547639,31.07,-64.17
Go0547640,31.07,-64.17
Go0547641,31.07,-64.17
Go0547642,31.07,-64.17
Go0547643,31.07,-64.17
Go0547644,31.07,-64.17
Go0547645,31.07,-64.17
Go0547646,31.07,-64.17
Go0547647,31.07,-64.17
Go0547648,31.07,-64.17
Go0547649,31.07,-64.17
Go0547650,31.07,-64.17
Go0547651,31.07,-64.17
Go0547652,31.07,-64.17
Go0547653,31.07,-64.17
Go0547654,31.07,-64.17
Go0547655,31.07,-64.17
Go0547656,31.07,-64.17
Go0547657,31.07,-64.17
Go0547658,31.07,-64.17
Go0547659,31.07,-64.17
Go0547660,31.07,-64.17
Go0547661,31.07,-64.17
Go0547662,31.07,-64.17
Go0547663,31.07,-64.17
Go0547664,31.07,-64.17
Go0547665,31.07,-64.17
Go0547666,31.07,-64.17
Go0547667,31.07,-64.17
Go0547668,31.07,-64.17
Go0547669,31.07,-64.17
Go0547670,31.07,-64.17
Go0547671,31.07,-64.17
Go0547672,31.07,-64.17
Go0547673,31.07,-64.17
Go0547674,31.07,-64.17
Go0547675,31.07,-64.17
Go0547676,31.07,-64.17
Go0547677,31.07,-64.17
Go0547678,31.07,-64.17
Go0547679,31.07,-64.17
Go0547680,31.07,-64.17
Go0547681,31.07,-64.17
Go0547682,31.07,-64.17
Go0547683,31.07,-64.17
Go0547684,31.07,-64.17
Go0547685,31.07,-64.17
Go0547686,31.07,-64.17
Go0547687,31.07,-64.17
Go0547688,31.07,-64.17
Go0547689,31.07,-64.17
Go0547690,31.07,-64.17
Go0547691,31.07,-64.17
Go0547692,31.07,-64.17
Go0547693,31.07,-64.17
Go0547694,31.07,-64.17
Go0547695,31.07,-64.17
Go0547696,31.07,-64.17
Go0547697,31.07,-64.17
Go0547698,31.07,-64.17
Go0547699,31.07,-64.17
Go0547700,31.07,-64.17
Go0547701,31.07,-64.17
Go0547702,31.07,-64.17
Go0547703,31.07,-64.17
Go0547704,31.07,-64.17
Go0547705,31.07,-64.17
Go0547706,31.07,-64.17
Go0547707,31.07,-64.17
Go0547708,31.07,-64.17
Go0547709,31.07,-64.17
Go0547710,31.07,-64.17
Go0547711,31.07,-64.17
Go0547712,31.07,-64.17
Go0547713,31.07,-64.17
Go0547714,31.07,-64.17
Go0547715,31.07,-64.17
Go0547716,31.07,-64.17
Go0547717,31.07,-64.17
Go0547718,31.07,-64.17
Go0547719,31.07,-64.17
Go0547720,31.07,-64.17
Go0547721,31.07,-64.17
Go0547722,31.07,-64.17
Go0547723,31.07,-64.17
Go0547724,31.07,-64.17
Go0547725,31.07,-64.17
Go0547726,31.07,-64.17
Go0547727,31.07,-64.17
Go0547728,31.07,-64.17
Go0547729,31.07,-64.17
Go0547730,31.07,-64.17
Go0547731,31.07,-64.17
Go0547732,31.07,-64.17
Go0547733,31.07,-64.17
Go0547734,31.07,-64.17
Go0547735,31.07,-64.17
Go0547736,31.07,-64.17
Go0547737,31.07,-64.17
Go0547738,31.07,-64.17
Go0547739,31.07,-64.17
Go0547740,31.07,-64.17
Go0547741,31.07,-64.17
Go0547742,31.07,-64.17
Go0547743,31.07,-64.17
Go0547744,31.07,-64.17
Go0547745,31.07,-64.17
Go0547746,31.07,-64.17
Go0547747,31.07,-64.17
Go0547748,31.07,-64.17
Go0547749,31.07,-64.17
Go0547750,31.07,-64.17
Go0547751,31.07,-64.17
Go0547752,31.07,-64.17
Go0547753,31.07,-64.17
Go0547754,31.07,-64.17
Go0547755,31.07,-64.17
Go0547756,31.07,-64.17
Go0547757,31.07,-64.17
Go0547758,31.07,-64.17
Go0547759,31.07,-64.17
Go0547760,31.07,-64.17
Go0547761,31.07,-64.17
Go0547762,31.07,-64.17
Go0547763,31.07,-64.17
Go0547764,31.07,-64.17
Go0547765,31.07,-64.17
Go0547766,31.07,-64.17
Go0547767,31.07,-64.17
Go0547768,31.07,-64.17
Go0547769,31.07,-64.17
Go0547770,31.07,-64.17
Go0547771,31.07,-64.17
Go0547772,31.07,-64.17
Go0547773,31.07,-64.17
Go0547774,31.07,-64.17
Go0547775,31.07,-64.17
Go0547776,31.07,-64.17
Go0547777,31.07,-64.17
Go0547778,31.07,-64.17
Go0547779,31.07,-64.17
Go0547780,31.07,-64.17
Go0547781,31.07,-64.17
Go0547782,31.07,-64.17
Go0547783,31.07,-64.17
Go0547784,31.07,-64.17
Go0547785,31.07,-64.17
Go0547786,31.07,-64.17
Go0547787,31.07,-64.17
Go0547788,31.07,-64.17
Go0547789,31.07,-64.17
Go0547790,31.07,-64.17
Go0547791,31.07,-64.17
Go0547792,31.07,-64.17
Go0547793,31.07,-64.17
Go0547794,31.07,-64.17
Go0547795,31.07,-64.17
Go0547796,31.07,-64.17
Go0547797,31.07,-64.17
Go0547798,31.07,-64.17
Go0547799,31.07,-64.17
Go0547800,31.07,-64.17
Go0547801,31.07,-64.17
Go0547802,31.07,-64.17
Go0547803,31.07,-64.17
Go0547804,31.07,-64.17
Go0547805,31.07,-64.17
Go0547806,31.07,-64.17
Go0547807,31.07,-64.17
Go0547808,31.07,-64.17
Go0547809,31.07,-64.17
Go0547810,31.07,-64.17
Go0547811,31.07,-64.17
Go0547812,31.07,-64.17
Go0547813,31.07,-64.17
Go0547814,31.07,-64.17
Go0547815,31.07,-64.17
Go0547816,31.07,-64.17
Go0547817,31.07,-64.17
Go0547818,31.07,-64.17
Go0547819,31.07,-64.17
Go0547820,31.07,-64.17
Go0547821,31.07,-64.17
Go0547822,31.07,-64.17
Go0547823,31.07,-64.17
Go0547824,31.07,-64.17
Go0547825,31.07,-64.17
Go0547826,31.07,-64.17
Go0547827,31.07,-64.17
Go0547828,31.07,-64.17
Go0547829,31.07,-64.17
Go0547830,31.07,-64.17
Go0547831,31.07,-64.17
Go0547832,31.07,-64.17
Go0547833,31.07,-64.17
Go0547834,31.07,-64.17
Go0547835,31.07,-64.17
Go0547836,31.07,-64.17
Go0547837,31.07,-64.17
Go0547838,31.07,-64.17
Go0547839,31.07,-64.17
Go0547840,31.07,-64.17
Go0547841,31.07,-64.17
Go0547842,31.07,-64.17
Go0547843,31.07,-64.17
Go0547844,31.07,-64.17
Go0547845,31.07,-64.17
Go0547846,31.07,-64.17
Go0547847,31.07,-64.17
Go0547848,31.07,-64.17
Go0547849,31.07,-64.17
Go0547850,31.07,-64.17
Go0547851,31.07,-64.17
Go0547852,31.07,-64.17
Go0547853,31.07,-64.17
Go0547854,31.07,-64.17
Go0547855,31.07,-64.17
Go0547856,31.07,-64.17
Go0547857,31.07,-64.17
Go0547858,31.07,-64.17
Go0547859,31.07,-64.17
Go0547860,31.07,-64.17
Go0547861,31.07,-64.17
Go0547862,31.07,-64.17
Go0547863,31.07,-64.17
Go0547864,31.07,-64.17
Go0547865,31.07,-64.17
Go0547866,31.07,-64.17
Go0547867,31.07,-64.17
Go0547868,31.07,-64.17
Go0547869,31.07,-64.17
Go0547870,31.07,-64.17
Go0547871,31.07,-64.17
Go0547872,31.07,-64.17
Go0547873,31.07,-64.17
Go0547874,31.07,-64.17
Go0547875,31.07,-64.17
Go0547876,31.07,-64.17
Go0547877,31.07,-64.17
Go0547878,31.07,-64.17
Go0547879,31.07,-64.17
Go0547880,31.07,-64.17
Go0547881,31.07,-64.17
Go0547882,31.07,-64.17
Go0547883,31.07,-64.17
Go0547884,31.07,-64.17
Go0547885,31.07,-64.17
Go0547886,31.07,-64.17
Go0547887,31.07,-64.17
Go0547888,31.07,-64.17
Go0547889,31.07,-64.17
Go0547890,31.07,-64.17
Go0547891,31.07,-64.17
Go0547892,31.07,-64.17
Go0547893,31.07,-64.17
Go0547894,31.07,-64.17
Go0547895,31.07,-64.17
Go0547896,31.07,-64.17
Go0547897,31.07,-64.17
Go0547898,31.07,-64.17
Go0547899,31.07,-64.17
Go0547900,31.07,-64.17
Go0547901,31.07,-64.17
Go0547902,31.07,-64.17
Go0547903,31.07,-64.17
Go0547904,31.07,-64.17
Go0547905,31.07,-64.17
Go0547906,31.07,-64.17
Go0547907,31.07,-64.17
Go0547908,31.07,-64.17
Go0547909,31.07,-64.17
Go0547910,31.07,-64.17
Go0547911,31.07,-64.17
Go0547912,31.07,-64.17
Go0547913,31.07,-64.17
Go0547914,31.07,-64.17
Go0547915,31.07,-64.17
Go0547916,31.07,-64.17
Go0547917,31.07,-64.17
Go0547918,31.07,-64.17
Go0547919,31.07,-64.17
Go0547920,31.07,-64.17
Go0547921,31.07,-64.17
Go0547922,31.07,-64.17
Go0547923,31.07,-64.17
Go0547924,31.07,-64.17
Go0547925,31.07,-64.17
Go0547926,31.07,-64.17
Go0547927,31.07,-64.17
Go0547928,31.07,-64.17
Go0547929,31.07,-64.17
Go0547930,31.07,-64.17
Go0547931,31.07,-64.17
Go0547932,31.07,-64.17
Go0547933,31.07,-64.17
Go0547934,31.07,-64.17
Go0547935,31.07,-64.17
Go0547936,31.07,-64.17
Go0547937,31.07,-64.17
Go0547938,31.07,-64.17
Go0547939,31.07,-64.17
Go0547940,31.07,-64.17
Go0547941,31.07,-64.17
Go0547942,31.07,-64.17
Go0547943,31.07,-64.17
Go0547944,31.07,-64.17
Go0547945,31.07,-64.17
Go0547946,31.07,-64.17
Go0547947,31.07,-64.17
Go0547948,31.07,-64.17
Go0547949,31.07,-64.17
Go0547950,31.07,-64.17
Go0547951,31.07,-64.17
Go0547952,31.07,-64.17
Go0547953,31.07,-64.17
Go0547954,31.07,-64.17
Go0547955,31.07,-64.17
Go0547956,31.07,-64.17
Go0547957,31.07,-64.17
Go0547958,31.07,-64.17
Go0547959,31.07,-64.17
Go0547960,31.07,-64.17
Go0547961,31.07,-64.17
Go0547962,31.07,-64.17
Go0547963,31.07,-64.17
Go0547964,31.07,-64.17
Go0547965,31.07,-64.17
Go0547966,31.07,-64.17
Go0547967,31.07,-64.17
Go0547968,31.07,-64.17
Go0547969,31.07,-64.17
Go0547970,31.07,-64.17
Go0547971,31.07,-64.17
Go0547972,31.07,-64.17
Go0547973,31.07,-64.17
Go0547974,31.07,-64.17
Go0547975,31.07,-64.17
Go0547976,31.07,-64.17
Go0547977,31.07,-64.17
Go0547978,31.07,-64.17
Go0547979,31.07,-64.17
Go0547980,31.07,-64.17
Go0547981,31.07,-64.17
Go0547982,31.07,-64.17
Go0547983,31.07,-64.17
Go0547984,31.07,-64.17
Go0547985,31.07,-64.17
Go0547986,31.07,-64.17
Go0547987,31.07,-64.17
Go0547988,31.07,-64.17
Go0547989,31.07,-64.17
Go0547990,31.07,-64.17
Go0547991,31.07,-64.17
Go0547992,31.07,-64.17
Go0547993,31.07,-64.17
Go0547994,31.07,-64.17
Go0547995,31.07,-64.17
Go0547996,31.07,-64.17
Go0547997,31.07,-64.17
Go0547998,31.07,-64.17
Go0547999,31.07,-64.17
Go0548000,31.07,-64.17
Go0548001,31.07,-64.17
Go0548002,31.07,-64.17
Go0548003,31.07,-64.17
Go0548004,31.07,-64.17
Go0548005,31.07,-64.17
Go0548006,31.07,-64.17
Go0548007,31.07,-64.17
Go0548008,31.07,-64.17
Go0548009,31.07,-64.17
Go0548010,31.07,-64.17
Go0548011,31.07,-64.17
Go0548012,31.07,-64.17
Go0548013,31.07,-64.17
Go0548014,31.07,-64.17
Go0548015,31.07,-64.17
Go0548016,31.07,-64.17
Go0548017,31.07,-64.17
Go0548018,31.07,-64.17
Go0548019,31.07,-64.17
Go0548020,31.07,-64.17
Go0548021,31.07,-64.17
Go0548022,31.07,-64.17
Go0548023,31.07,-64.17
Go0548024,31.07,-64.17
Go0548025,31.07,-64.17
Go0548026,31.07,-64.17
Go0548027,31.07,-64.17
Go0548028,31.07,-64.17
Go0548029,31.07,-64.17
Go0548030,31.07,-64.17
Go0548031,31.07,-64.17
Go0548032,31.07,-64.17
Go0548033,31.07,-64.17
Go0548034,31.07,-64.17
Go0548035,31.07,-64.17
Go0548036,31.07,-64.17
Go0548037,31.07,-64.17
Go0548038,31.07,-64.17
Go0548039,31.07,-64.17
Go0548040,31.07,-64.17
Go0548041,31.07,-64.17
Go0548042,31.07,-64.17
Go0548043,31.07,-64.17
Go0548044,31.07,-64.17
Go0548045,31.07,-64.17
Go0548046,31.07,-64.17
Go0548047,31.07,-64.17
Go0548048,31.07,-64.17
Go0548049,31.07,-64.17
Go0548050,31.07,-64.17
Go0548051,31.07,-64.17
Go0548052,31.07,-64.17
Go0548053,31.07,-64.17
Go0548054,31.07,-64.17
Go0548055,31.07,-64.17
Go0548056,31.07,-64.17
Go0548057,31.07,-64.17
Go0548058,31.07,-64.17
Go0548059,31.07,-64.17
Go0548060,31.07,-64.17
Go0548061,31.07,-64.17
Go0548062,31.07,-64.17
Go0548063,31.07,-64.17
Go0548064,31.07,-64.17
Go0548065,31.07,-64.17
Go0548066,31.07,-64.17
Go0548067,31.07,-64.17
Go0548068,31.07,-64.17
Go0548069,31.07,-64.17
Go0548070,31.07,-64.17
Go0548071,31.07,-64.17
Go0548072,31.07,-64.17
Go0548073,31.07,-64.17
Go0548074,31.07,-64.17
Go0548075,31.07,-64.17
Go0548076,31.07,-64.17
Go0548077,31.07,-64.17
Go0548078,31.07,-64.17
Go0548079,31.07,-64.17
Go0548080,31.07,-64.17
Go0548081,31.07,-64.17
Go0548082,31.07,-64.17
Go0548083,31.07,-64.17
Go0548084,31.07,-64.17
Go0548085,31.07,-64.17
Go0548086,31.07,-64.17
Go0548087,31.07,-64.17
Go0548088,31.07,-64.17
Go0548089,31.07,-64.17
Go0548090,31.07,-64.17
Go0548091,31.07,-64.17
Go0548092,31.07,-64.17
Go0548093,31.07,-64.17
Go0548094,31.07,-64.17
Go0548095,31.07,-64.17
Go0548096,31.07,-64.17
Go0548097,31.07,-64.17
Go0548098,31.07,-64.17
Go0548099,31.07,-64.17
Go0548100,31.07,-64.17
Go0548101,31.07,-64.17
Go0548102,31.07,-64.17
Go0548103,31.07,-64.17
Go0548104,31.07,-64.17
Go0548105,31.07,-64.17
Go0548106,31.07,-64.17
Go0548107,31.07,-64.17
Go0548108,31.07,-64.17
Go0548109,31.07,-64.17
Go0548110,31.07,-64.17
Go0548111,31.07,-64.17
Go0548112,31.07,-64.17
Go0548113,31.07,-64.17
Go0548114,31.07,-64.17
Go0548115,31.07,-64.17
Go0548116,31.07,-64.17
Go0548117,31.07,-64.17
Go0548118,31.07,-64.17
Go0548119,31.07,-64.17
Go0548120,31.07,-64.17
Go0548121,31.07,-64.17
Go0548122,31.07,-64.17
Go0548123,31.07,-64.17
Go0548124,31.07,-64.17
Go0548125,31.07,-64.17
Go0548126,31.07,-64.17
Go0548127,31.07,-64.17
Go0548128,31.07,-64.17
Go0548129,31.07,-64.17
Go0548130,31.07,-64.17
Go0548131,31.07,-64.17
Go0548132,31.07,-64.17
Go0548133,31.07,-64.17
Go0548134,31.07,-64.17
Go0548135,31.07,-64.17
Go0548136,31.07,-64.17
Go0548137,31.07,-64.17
Go0548138,31.07,-64.17
Go0548139,31.07,-64.17
Go0548140,31.07,-64.17
Go0548141,31.07,-64.17
Go0548142,31.07,-64.17
Go0548143,31.07,-64.17
Go0548144,31.07,-64.17
Go0548145,31.07,-64.17
Go0548146,31.07,-64.17
Go0548147,31.07,-64.17
Go0548148,31.07,-64.17
Go0548149,31.07,-64.17
Go0548150,31.07,-64.17
Go0548151,31.07,-64.17
Go0548152,31.07,-64.17
Go0548153,31.07,-64.17
Go0548154,31.07,-64.17
Go0548155,31.07,-64.17
Go0548156,31.07,-64.17
Go0548157,31.07,-64.17
Go0548158,31.07,-64.17
Go0548159,31.07,-64.17
Go0548160,31.07,-64.17
Go0548161,31.07,-64.17
Go0548162,31.07,-64.17
Go0548163,31.07,-64.17
Go0548164,31.07,-64.17
Go0548165,31.07,-64.17
Go0548166,31.07,-64.17
Go0548167,31.07,-64.17
Go0548168,31.07,-64.17
Go0548169,31.07,-64.17
Go0548170,31.07,-64.17
Go0548171,31.07,-64.17
Go0548172,31.07,-64.17
Go0548173,31.07,-64.17
Go0548174,31.07,-64.17
Go0548175,31.07,-64.17
Go0548176,31.07,-64.17
Go0548177,31.07,-64.17
Go0548178,31.07,-64.17
Go0548179,31.07,-64.17
Go0548180,31.07,-64.17
Go0548181,31.07,-64.17
Go0548182,31.07,-64.17
Go0548183,31.07,-64.17
Go0548184,31.07,-64.17
Go0548185,31.07,-64.17
Go0548186,31.07,-64.17
Go0548187,31.07,-64.17
Go0548188,31.07,-64.17
Go0548189,31.07,-64.17
Go0548190,31.07,-64.17
Go0548191,31.07,-64.17
Go0548192,31.07,-64.17
Go0548193,31.07,-64.17
Go0548194,31.07,-64.17
Go0548195,31.07,-64.17
Go0548196,31.07,-64.17
Go0548197,31.07,-64.17
Go0548198,31.07,-64.17
Go0548199,31.07,-64.17
Go0548200,31.07,-64.17
Go0548201,31.07,-64.17
Go0548202,31.07,-64.17
Go0548203,31.07,-64.17
Go0548204,31.07,-64.17
Go0548205,31.07,-64.17
Go0548206,31.07,-64.17
Go0548207,31.07,-64.17
Go0548208,31.07,-64.17
Go0548209,31.07,-64.17
Go0548210,31.07,-64.17
Go0548211,31.07,-64.17
Go0548212,31.07,-64.17
Go0548213,31.07,-64.17
Go0548214,31.07,-64.17
Go0548215,31.07,-64.17
Go0548216,31.07,-64.17
Go0548217,31.07,-64.17
Go0548218,31.07,-64.17
Go0548219,31.07,-64.17
Go0548220,31.07,-64.17
Go0548221,31.07,-64.17
Go0548222,31.07,-64.17
Go0548223,31.07,-64.17
Go0548224,31.07,-64.17
Go0548225,31.07,-64.17
Go0548226,31.07,-64.17
Go0548227,31.07,-64.17
Go0548228,31.07,-64.17
Go0548229,31.07,-64.17
Go0548230,31.07,-64.17
Go0548231,31.07,-64.17
Go0548232,31.07,-64.17
Go0548233,31.07,-64.17
Go0548234,31.07,-64.17
Go0548235,31.07,-64.17
Go0548236,31.07,-64.17
Go0548237,31.07,-64.17
Go0548238,31.07,-64.17
Go0548239,31.07,-64.17
Go0548240,31.07,-64.17
Go0548241,31.07,-64.17
Go0548242,31.07,-64.17
Go0548243,31.07,-64.17
Go0548244,31.07,-64.17
Go0548245,31.07,-64.17
Go0548246,31.07,-64.17
Go0548247,31.07,-64.17
Go0548248,31.07,-64.17
Go0548249,31.07,-64.17
Go0548250,31.07,-64.17
Go0548251,31.07,-64.17
Go0548252,31.07,-64.17
Go0548253,31.07,-64.17
Go0548254,31.07,-64.17
Go0548255,31.07,-64.17
Go0548256,31.07,-64.17
Go0548257,31.07,-64.17
Go0548258,31.07,-64.17
Go0548259,31.07,-64.17
Go0548260,31.07,-64.17
Go0548261,31.07,-64.17
Go0548262,31.07,-64.17
Go0548263,31.07,-64.17
Go0548264,31.07,-64.17
Go0548265,31.07,-64.17
Go0548266,31.07,-64.17
Go0548267,31.07,-64.17
Go0548268,31.07,-64.17
Go0548269,31.07,-64.17
Go0548270,31.07,-64.17
Go0548271,31.07,-64.17
Go0548272,31.07,-64.17
Go0548273,31.07,-64.17
Go0548274,31.07,-64.17
Go0548275,31.07,-64.17
Go0548276,31.07,-64.17
Go0548277,31.07,-64.17
Go0548278,31.07,-64.17
Go0548279,31.07,-64.17
Go0548280,31.07,-64.17
Go0548281,31.07,-64.17
Go0548282,31.07,-64.17
Go0548283,31.07,-64.17
Go0548284,31.07,-64.17
Go0548285,31.07,-64.17
Go0548286,31.07,-64.17
Go0548287,31.07,-64.17
Go0548288,31.07,-64.17
Go0548289,31.07,-64.17
Go0548290,31.07,-64.17
Go0548291,31.07,-64.17
Go0548292,31.07,-64.17
Go0548293,31.07,-64.17
Go0548294,31.07,-64.17
Go0548295,31.07,-64.17
Go0548296,31.07,-64.17
Go0548297,31.07,-64.17
Go0548298,31.07,-64.17
Go0548299,31.07,-64.17
Go0548300,31.07,-64.17
Go0548301,31.07,-64.17
Go0548302,31.07,-64.17
Go0548303,31.07,-64.17
Go0548304,31.07,-64.17
Go0548305,31.07,-64.17
Go0548306,31.07,-64.17
Go0548307,31.07,-64.17
Go0548308,31.07,-64.17
Go0548309,31.07,-64.17
Go0548310,31.07,-64.17
Go0548311,31.07,-64.17
Go0548312,31.07,-64.17
Go0548313,31.07,-64.17
Go0548314,31.07,-64.17
Go0548315,31.07,-64.17
Go0548316,31.07,-64.17
Go0548317,31.07,-64.17
Go0548318,31.07,-64.17
Go0548319,31.07,-64.17
Go0548320,31.07,-64.17
Go0548321,31.07,-64.17
Go0548322,31.07,-64.17
Go0548323,31.07,-64.17
Go0548324,31.07,-64.17
Go0548325,31.07,-64.17
Go0548326,31.07,-64.17
Go0548327,31.07,-64.17
Go0548328,31.07,-64.17
Go0548329,31.07,-64.17
Go0548330,31.07,-64.17
Go0548331,31.07,-64.17
Go0548332,31.07,-64.17
Go0548333,31.07,-64.17
Go0548334,31.07,-64.17
Go0548335,31.07,-64.17
Go0548336,31.07,-64.17
Go0548337,31.07,-64.17
Go0548338,31.07,-64.17
Go0548339,31.07,-64.17
Go0548340,31.07,-64.17
Go0548341,31.07,-64.17
Go0548342,31.07,-64.17
Go0548343,31.07,-64.17
Go0548344,31.07,-64.17
Go0548345,31.07,-64.17
Go0548346,31.07,-64.17
Go0548347,31.07,-64.17
Go0548348,31.07,-64.17
Go0548349,31.07,-64.17
Go0548350,31.07,-64.17
Go0548351,31.07,-64.17
Go0548352,31.07,-64.17
Go0548353,31.07,-64.17
Go0548354,31.07,-64.17
Go0548355,31.07,-64.17
Go0548356,31.07,-64.17
Go0548357,31.07,-64.17
Go0548358,31.07,-64.17
Go0548359,31.07,-64.17
Go0548360,31.07,-64.17
Go0548361,31.07,-64.17
Go0548362,31.07,-64.17
Go0548363,31.07,-64.17
Go0548364,31.07,-64.17
Go0548365,31.07,-64.17
Go0548366,31.07,-64.17
Go0548367,31.07,-64.17
Go0548368,31.07,-64.17
Go0548369,31.07,-64.17
Go0548370,31.07,-64.17
Go0548371,31.07,-64.17
Go0548372,31.07,-64.17
Go0548373,31.07,-64.17
Go0548374,31.07,-64.17
Go0548375,31.07,-64.17
Go0548376,31.07,-64.17
Go0548377,31.07,-64.17
Go0548378,31.07,-64.17
Go0548379,31.07,-64.17
Go0548380,31.07,-64.17
Go0548381,31.07,-64.17
Go0548382,31.07,-64.17
Go0548383,31.07,-64.17
Go0548384,31.07,-64.17
Go0548385,31.07,-64.17
Go0548386,31.07,-64.17
Go0548387,31.07,-64.17
Go0548388,31.07,-64.17
Go0548389,31.07,-64.17
Go0548390,31.07,-64.17
Go0548391,31.07,-64.17
Go0548392,31.07,-64.17
