gold_id,latitude,longitude
Go0010704,45.08,13.64
Go0010706,45.08,13.64
Go0010749,41.47,-81.69
Go0010750,41.47,-81.69
Go0010751,41.47,-81.69
Go0010799,41.47,-81.69
Go0010800,41.47,-81.69
Go0010801,51.51,-0.12
Go0010805,27.0199,-80.7559
Go0010809,41.47,-81.69
Go0010810,41.47,-81.69
Go0010812,41.47,-81.69
Go0010813,41.47,-81.69
Go0010814,41.47,-81.69
Go0010815,41.47,-81.69
Go0010816,41.47,-81.69
Go0010817,41.47,-81.69
Go0010819,41.47,-81.69
Go0010820,41.47,-81.69
Go0010821,41.47,-81.69
Go0010823,41.47,-81.69
Go0010824,41.47,-81.69
Go0010825,41.47,-81.69
Go0010827,41.47,-81.69
Go0010828,41.47,-81.69
Go0010831,41.47,-81.69
Go0010834,41.47,-81.69
Go0010835,41.47,-81.69
Go0010836,41.47,-81.69
Go0010838,41.47,-81.69
Go0010839,41.47,-81.69
Go0010841,41.47,-81.69
Go0010842,41.47,-81.69
Go0010844,41.47,-81.69
Go0010845,41.47,-81.69
Go0010846,41.47,-81.69
Go0010849,41.47,-81.69
Go0010850,41.47,-81.69
Go0010851,41.47,-81.69
Go0010853,41.47,-81.69
Go0010854,-12.494833,-4.998667
Go0010855,39.504041,-76.831056
Go0010862,25.083,98.489
Go0010864,35.998,-83.9273
Go0010866,41.47,-81.69
Go0010867,41.47,-81.69
Go0010868,41.47,-81.69
Go0010871,41.47,-81.69
Go0010875,-12.494833,-4.998667
Go0010896,40.095937,-88.229957
Go0010927,60.0964,10.325
Go0010930,50.36,-101.92
Go0010931,60.0964,10.325
Go0010932,60.0964,10.325
Go0010940,39.13,117.2
Go0010967,39.136,117.209
Go0010971,48.13,11.57
Go0010985,53.592658,9.974899
Go0011001,41.47,-81.69
Go0011002,41.47,-81.69
Go0011003,41.47,-81.69
Go0011005,46.07,13.24
Go0011006,44.469,-110.639
Go0011007,-23.628991,-70.372898
Go0011009,-12.49,-4.99
Go0011010,-12.49,-4.99
Go0011011,22.75,-158
Go0011012,-12.49,-4.99
Go0011013,22.75,-158
Go0011014,22.75,-158
Go0011015,22.75,-158
Go0011016,-14.07,-75.73
Go0011024,41.47,-81.69
Go0011025,41.47,-81.69
Go0011027,41.47,-81.69
Go0011028,41.47,-81.69
Go0011029,41.47,-81.69
Go0011030,41.47,-81.69
Go0011032,41.47,-81.69
Go0011033,41.47,-81.69
Go0011034,41.47,-81.69
Go0011035,41.47,-81.69
Go0011036,41.47,-81.69
Go0011039,21.44,-157.78
Go0011054,41.47,-81.69
Go0011055,41.47,-81.69
Go0011056,41.47,-81.69
Go0011057,41.47,-81.69
Go0011058,41.47,-81.69
Go0011059,41.47,-81.69
Go0011060,41.47,-81.69
Go0011061,41.47,-81.69
Go0011062,41.47,-81.69
Go0011063,41.47,-81.69
Go0011064,41.47,-81.69
Go0011070,46.25,-114.16
Go0011071,45.511159,-73.552895
Go0011088,26.988,-102.063
Go0011091,37.242,-6.916
Go0011103,7.468688,151.843357
Go0011105,4.966182,-74.073487
Go0011106,46.594071,125.110702
Go0011107,50.3,-4.08
Go0011109,30.97,120.05
Go0011112,-35.29,149.12
Go0011116,32.2,-110.89
Go0011119,50.93,6.95
Go0011120,34.816,126.392
Go0011130,41.745281,-111.810473
Go0011132,27.566,48.951
Go0011134,55.864389,-4.256229
Go0011151,40.8,-77.858
Go0011154,-15.83,-70.03
Go0011161,40.744,0.713
Go0011162,27.16,48.95
Go0011168,49.810075,-97.138481
Go0011172,52.542564,13.970354
Go0011184,35.786,139.706
Go0011185,60.1,10.33
Go0011188,12.967,-44.852
Go0011189,36.12,-97.06
Go0011199,49.87972,-97.14672
Go0011200,4.943197,-52.267456
Go0011201,31.392,90.009
Go0011214,-28.507844,-59.044526
Go0011219,-17.929547,145.920982
Go0011220,49.566,8.973
Go0011241,-17.524024,146.032133
Go0011245,-12.974918,-38.507881
Go0011249,36.085,129.556
Go0011250,39.49,-0.4
Go0011257,-12.974918,-38.507881
Go0011261,32.2,-110.89
Go0011265,0.8812,-88.6031
Go0011267,59.8,10.8
Go0011268,-24.5231,-68.2094
Go0011269,48.8408,2.3106
Go0011270,7.46,151.841
Go0011272,53.238594,-2.563083
Go0011273,34.685,51.863
Go0011277,53.560949,9.98909
Go0011278,51.72958,8.750381
Go0011280,57.702166,11.994095
Go0011285,18.533,73.857
Go0011286,21.27551,-157.817869
Go0011289,51.05,3.14
Go0011290,52.775002,-1.204433
Go0011291,51.38,-2.35
Go0011292,41.132435,1.245346
Go0011294,54.5968,-5.9189
Go0011300,-22.465863,-43.24585
Go0011307,45.511159,-73.552895
Go0011315,57.669131,12.017441
Go0011316,50.855874,4.350872
Go0011317,44.650289,11.216125
Go0011318,47.147139,7.435913
Go0011319,44.507426,11.348762
Go0011326,-62.353,-58.4394
Go0011328,57.59929,-4.25331
Go0011342,49.682207,-124.005217
Go0011343,49.682207,-124.005217
Go0011344,49.682207,-124.005217
Go0011345,49.682207,-124.005217
Go0011346,49.682207,-124.005217
Go0011347,49.682207,-124.005217
Go0011348,49.682207,-124.005217
Go0011349,49.682207,-124.005217
Go0011350,49.682207,-124.005217
Go0011355,25.671667,-100.341667
Go0011358,40.661433,-119.36625
Go0011359,40.661433,-119.36625
Go0011360,40.661433,-119.36625
Go0011361,40.661433,-119.36625
Go0011382,51.45,-2.58
Go0011383,11.523,151.494
Go0011393,49.682207,-124.005217
Go0011395,49.682207,-124.005217
Go0011396,49.682207,-124.005217
Go0011397,49.682207,-124.005217
Go0011398,49.682207,-124.005217
Go0011399,49.682207,-124.005217
Go0011400,49.682207,-124.005217
Go0011401,49.682207,-124.005217
Go0011402,40.661433,-119.36625
Go0011403,40.661433,-119.36625
Go0011404,49.682207,-124.005217
Go0011406,49.682207,-124.005217
Go0011407,49.682207,-124.005217
Go0011409,49.682207,-124.005217
Go0011411,49.682207,-124.005217
Go0011412,49.682207,-124.005217
Go0011413,49.682207,-124.005217
Go0011414,49.682207,-124.005217
Go0011444,56.10555,10.463333
Go0011448,38.483206,21.321511
Go0011449,38.483206,21.321511
Go0011450,38.483206,21.321511
Go0011451,25.671667,-100.341667
Go0011452,25.671667,-100.341667
Go0011453,25.671667,-100.341667
Go0011454,49.682207,-124.005217
Go0011455,38.483206,21.321511
Go0011456,49.682207,-124.005217
Go0011457,25.671667,-100.341667
Go0011460,25.671667,-100.341667
Go0011461,25.671667,-100.341667
Go0011464,25.671667,-100.341667
Go0011466,25.671667,-100.341667
Go0011508,25.671667,-100.341667
Go0011509,25.671667,-100.341667
Go0011510,25.671667,-100.341667
Go0011511,25.671667,-100.341667
Go0011512,25.671667,-100.341667
Go0011513,25.671667,-100.341667
Go0011514,25.671667,-100.341667
Go0011515,25.671667,-100.341667
Go0011516,25.671667,-100.341667
Go0011517,25.671667,-100.341667
Go0011518,25.671667,-100.341667
Go0011519,40.661433,-119.36625
Go0011522,37.8729,-126.2622
Go0011523,39.962057,-76.727414
Go0011524,37.7085,-89.226
Go0011534,30.58,114.27
Go0011541,22.484,73.033
Go0011543,25.671667,-100.341667
Go0011557,68.226128,-135.00349
Go0011595,49.682207,-124.005217
Go0011596,49.682207,-124.005217
Go0011597,49.682207,-124.005217
Go0011598,49.682207,-124.005217
Go0011599,49.682207,-124.005217
Go0011601,25.671667,-100.341667
Go0011602,44.354886,-103.763954
Go0011604,44.354886,-103.763954
Go0011605,44.354886,-103.763954
Go0011606,44.354886,-103.763954
Go0011609,44.354886,-103.763954
Go0011611,44.354886,-103.763954
Go0011636,19.91,99.83
Go0011638,49.682207,-124.005217
Go0011639,49.682207,-124.005217
Go0011640,49.682207,-124.005217
Go0011641,49.682207,-124.005217
Go0011642,49.682207,-124.005217
Go0011643,49.682207,-124.005217
Go0011644,49.682207,-124.005217
Go0011645,49.682207,-124.005217
Go0011647,49.682207,-124.005217
Go0011648,49.682207,-124.005217
Go0011688,29.55,106.55
Go0011689,35.69,139.69
Go0011690,35.69,139.69
Go0011691,27.25,-111.5
Go0011693,-12.5,-5
Go0011694,22.8,-158
Go0011695,22.8,-158
Go0011707,45.816119,8.609648
Go0011712,35.69,139.69
Go0011713,35.69,139.69
Go0011714,35.69,139.69
Go0011715,11.54,104.9
Go0011716,17.97,102.61
Go0011717,28.64,77.23
Go0011718,54.53,15.26
Go0011720,41.87,12.57
Go0011721,55.76,37.62
Go0011725,44.354886,-103.763954
Go0011751,-35.3,142.7
Go0011754,32.86,-117.26
Go0011756,32.659,130.297
Go0011757,4.1936,103.7249
Go0011761,-12.49,-4.99
Go0011762,-12.49,-4.99
Go0011763,23.12,113.26
Go0011764,30.66,104.08
Go0011765,34.26,108.95
Go0011766,36.07,103.75
Go0011767,30.27,120.15
Go0011768,32.05,118.77
Go0011769,30.66,104.08
Go0011770,28.2,112.98
Go0011771,32.05,118.77
Go0011772,29.55,106.55
Go0011773,30.66,104.08
Go0011774,26.59,106.73
Go0011775,38.03,114.48
Go0011789,-15.83,-70.03
Go0011805,22.75,-158
Go0011806,22.75,-158
Go0011817,38.93,121.61
Go0011819,30.66,104.08
Go0011820,30.66,104.08
Go0011821,30.66,104.08
Go0011822,30.66,104.08
Go0011823,37.87,112.57
Go0011824,30.57,114.29
Go0011825,32.05,118.77
Go0011826,30.66,104.08
Go0011827,28.2,112.98
Go0011828,32.05,118.77
Go0011829,45.4875,110.5
Go0011830,45.4875,110.5
Go0011831,44.3752,3.7905
Go0011832,44.4708,6.2775
Go0011833,44.4708,6.2775
Go0011838,9.8367,-104.2917
Go0011839,9.8367,-104.2917
Go0011866,48.34,1.35
Go0011871,35.529424,123.804075
Go0011872,21.358994,-158.244478
Go0011877,30.27,120.15
Go0011881,45.4866,110.9363
Go0011882,45.4866,110.9363
Go0011883,45.041414,-110.72
Go0011884,46.18,-113.29
Go0011885,44.6952,7.0066
Go0011886,44.5358,6.7033
Go0011887,44.7044,6.983
Go0011888,44.7044,6.983
Go0011889,44.6952,7.0066
Go0011890,44.6952,7.0066
Go0011891,44.6952,7.0066
Go0011892,44.6952,7.0066
Go0011899,37.874853,-122.273026
Go0011929,40.661433,-119.36625
Go0011930,30.879962,34.42935
Go0011931,45.68,-111.04
Go0011932,45.68,-111.04
Go0011937,23.14,113.33
Go0011965,40.661433,-119.36625
Go0011967,40.661433,-119.36625
Go0011968,40.661433,-119.36625
Go0011969,40.661433,-119.36625
Go0011970,40.661433,-119.36625
Go0011973,40.661433,-119.36625
Go0011974,40.661433,-119.36625
Go0011976,49.682207,-124.005217
Go0011978,49.682207,-124.005217
Go0011979,49.682207,-124.005217
Go0011980,49.682207,-124.005217
Go0011981,49.682207,-124.005217
Go0011982,49.682207,-124.005217
Go0011983,49.682207,-124.005217
Go0011984,49.682207,-124.005217
Go0011985,49.682207,-124.005217
Go0011986,49.682207,-124.005217
Go0012013,40.661433,-119.36625
Go0012015,40.661433,-119.36625
Go0012016,40.661433,-119.36625
Go0012019,40.661433,-119.36625
Go0012020,40.661433,-119.36625
Go0012021,40.661433,-119.36625
Go0012022,30.53,119.47
Go0012023,49.682207,-124.005217
Go0012024,49.682207,-124.005217
Go0012025,49.682207,-124.005217
Go0012027,49.682207,-124.005217
Go0012028,49.682207,-124.005217
Go0012029,49.682207,-124.005217
Go0012031,49.682207,-124.005217
Go0012032,49.682207,-124.005217
Go0012033,49.682207,-124.005217
Go0012066,40.661433,-119.36625
Go0012067,40.661433,-119.36625
Go0012069,40.661433,-119.36625
Go0012073,40.661433,-119.36625
Go0012075,49.682207,-124.005217
Go0012076,49.682207,-124.005217
Go0012077,49.682207,-124.005217
Go0012078,49.682207,-124.005217
Go0012083,44.354886,-103.763954
Go0012106,34.91,32.49
Go0012108,53.48,-2.24
Go0012113,52.0423304,8.0982473
Go0012116,49.682207,-124.005217
Go0012117,49.682207,-124.005217
Go0012118,49.682207,-124.005217
Go0012119,49.682207,-124.005217
Go0012121,49.682207,-124.005217
Go0012122,49.682207,-124.005217
Go0012123,49.682207,-124.005217
Go0012124,49.682207,-124.005217
Go0012125,49.682207,-124.005217
Go0012157,15.55,114.49
Go0012159,44.4123,8.9264
Go0012162,-23.36,150.51
Go0012164,57.825957,6.68774
Go0012173,36.812248,-121.784093
Go0012181,38.268,140.872
Go0012182,30.394357,125.526991
Go0012183,35.7375,-86.585
Go0012216,35.922,-84.323
Go0012220,50.086,14.441
Go0012223,59.329687,18.062782
Go0012225,37.983131,-119.126261
Go0012237,32.5,126
Go0012238,75.006667,-169.993611
Go0012240,41.9,12.48
Go0012241,19,109.5
Go0012246,37.920232,-122.301021
Go0012268,22.98,87.85
Go0012285,51.042689,-114.0588
Go0012286,51.042689,-114.0588
Go0012288,39.52,-0.37
Go0012290,33.51,126.52
Go0012291,22.75,-158
Go0012303,33.83,-84.4
Go0012304,33.83,-84.4
Go0012305,33.83,-84.4
Go0012306,33.83,-84.4
Go0012307,33.83,-84.4
Go0012309,51.889,0.901
Go0012310,52.5353,13.9668
Go0012340,32,126.75
Go0012341,9.265833,158.401666
Go0012342,7.447186,151.740849
Go0012346,26.750556,94.216667
Go0012348,-23.217,150.382
Go0012349,22.75,-158
Go0012350,22.75,-158
Go0012351,-20.351667,-70.8
Go0012371,48.106056,20.793571
Go0012372,45.185909,9.157391
Go0012373,-22.896418,-43.209457
Go0012374,41.898061,-121.532164
Go0012376,37.8502,-31.5166
Go0012383,22.75,-158
Go0012384,22.75,-158
Go0012386,22.75,-158
Go0012388,-12.49,-4.99
Go0012389,22.75,-158
Go0012391,22.75,-158
Go0012397,38.356869,-121.98741
Go0012416,33.95,-83.32
Go0012443,38.466376,21.336685
Go0012465,-25.098036,30.782976
Go0012468,-26.22,-65.28
Go0012473,23.765237,108.493651
Go0012474,27.722436,106.691894
Go0012475,27.7,115.9
Go0012476,27.44979,102.290037
Go0012477,30.524413,120.144653
Go0012478,45.75,126.65
Go0012487,12.97,77.56
Go0012495,32.668335,-94.117191
Go0012496,37.86293253,-122.3132104
Go0012497,37.702485,-89.229605
Go0012498,37.702485,-89.229605
Go0012504,53.572123,9.99733
Go0012505,53.592658,9.974899
Go0012510,51.92,4.48
Go0012540,37.870178,-122.261782
Go0012541,31.978889,76.7725
Go0012542,20.550556,86.85
Go0012543,25.07,98.5
Go0012621,12.708,-124.033
Go0012623,24.508,118.093
Go0012640,44.37,8.94
Go0012641,31.65,127.1
Go0012642,52.45,13.45
Go0012643,38.9,-77.03
Go0012673,53.411169,-2.993202
Go0012682,47.6290127,-122.3833493
Go0012700,42.33,-71.07
Go0012725,3.936357,41.854634
Go0012735,43.84,-69.64
Go0012737,43.84,-69.64
Go0012738,43.84,-69.64
Go0012739,43.84,-69.64
Go0012740,43.84,-69.64
Go0012741,43.84,-69.64
Go0012742,43.84,-69.64
Go0012743,43.84,-69.64
Go0012744,43.84,-69.64
Go0012763,22.75,-158
Go0012768,-25.789,113.721
Go0012771,54.195387,7.893448
Go0012776,13.7167,-16.4167
Go0012778,42.066,-81.339
Go0012779,45.322086,8.375103
Go0012783,46.73239,-117.000546
Go0012788,45.322086,8.375103
Go0012789,39.260038,-76.623144
Go0012790,45.322086,8.375103
Go0012791,35.97278,-83.94222
Go0012793,35.92634,-84.31646
Go0012794,35.92634,-84.31646
Go0012795,35.92634,-84.31646
Go0012805,40.714,-74.005
Go0012808,22.303708,114.137535
Go0012817,34.7261,-76.6477
Go0012819,43.113,-89.42
Go0012822,-20.268639,-50.548496
Go0012824,46.9577,-117.0263
Go0012826,54.5,159.97
Go0012829,-19.87006,-43.940735
Go0012830,35.277,-82.77
Go0012831,29.76,-95.369
Go0012832,41.792817,12.569332
Go0012836,43.34,-89.03
Go0012857,50.732,7.096
Go0012860,34.726186,-76.647763
Go0012862,46.01,-89.7
Go0012872,45.322086,8.375103
Go0012874,39.260038,-76.623144
Go0012875,39.260038,-76.623144
Go0012877,35.97278,-83.94222
Go0012878,35.92634,-84.31646
Go0012879,35.92634,-84.31646
Go0012880,35.92634,-84.31646
Go0012881,35.92634,-84.31646
Go0012884,-12.49,-4.99
Go0012885,-12.49,-4.99
Go0012886,43.84,-69.64
Go0012888,43.84,-69.64
Go0012889,43.84,-69.64
Go0012890,43.84,-69.64
Go0012891,22.75,-158
Go0012892,22.75,-158
Go0012894,43.112,-89.421
Go0012896,22.75,-158
Go0012897,42.205,17.71
Go0012898,42.205,17.71
Go0012899,42.205,17.71
Go0012900,43.84,-69.64
Go0012901,42.205,17.71
Go0012902,42.205,17.71
Go0012903,43.84,-69.64
Go0012904,43.84,-69.64
Go0012905,43.84,-69.64
Go0012908,43.84,-69.64
Go0012909,43.84,-69.64
Go0012910,43.84,-69.64
Go0012911,43.84,-69.64
Go0012912,43.84,-69.64
Go0012913,22.75,-158
Go0012914,42.205,17.71
Go0012915,42.205,17.71
Go0012917,22.75,-158
Go0012918,43.84,-69.64
Go0012919,43.84,-69.64
Go0012921,43.84,-69.64
Go0012930,43.087351,-89.452107
Go0012931,34.726186,-76.647763
Go0012936,-19.92139,-43.93713
Go0012959,50.86529,12.18451
Go0012960,50.86529,12.18451
Go0012961,50.86529,12.18451
Go0012962,50.86529,12.18451
Go0012966,48.973231,14.477177
Go0012967,53.411169,-2.993202
Go0012968,33.99,-118.18
Go0012976,60.167134,24.94355
Go0012977,29.533661,34.998221
Go0012979,24.75,121.75
Go0012980,12.0334,-4.400001
Go0012983,38.000356,-119.035349
Go0013095,36.355,127.385
Go0012985,54.188959,158.021622
Go0012987,47.682726,9.173527
Go0012988,43.414026,145.114059
Go0012989,33.502755,126.531744
Go0012993,55.606087,13.001575
Go0012994,37.702485,-89.229605
Go0012995,37.8729,-126.2622
Go0013000,64.000842,-21.199765
Go0013001,54.594345,160.00946
Go0013004,36.645,127.489
Go0013005,24.45,118.08
Go0013008,39.872,116.376
Go0013009,38.15,-109.73
Go0013014,49.79,9.95
Go0013015,37.77,-25.31
Go0013020,48.13,11.57
Go0013021,42.57,8.759
Go0013023,60.4,5.304
Go0013024,51.5,-3.23
Go0013026,37.279444,126.986111
Go0013028,46.164,-1.151
Go0013029,55.758,8.924
Go0013032,64.28,-20.36
Go0013033,44.86,3.01
Go0013034,24.864444,121.534444
Go0013035,-29.636,-54.184
Go0013036,41.36,2.19
Go0013037,35.30038,139.4999
Go0013042,49.01468,12.124944
Go0013045,40.827,14.076
Go0013052,-7.347528,72.385326
Go0013053,41.15,-8.62
Go0013055,51.703,4.85
Go0013063,41.809,-72.252
Go0013066,31.59,130.55
Go0013067,39.44,-0.31
Go0013068,25.767354,-171.73331
Go0013069,30.606,114.306
Go0013070,54.0427,13.416
Go0013071,42.420035,12.10433
Go0013074,42.49,3.14
Go0013077,37.244,131.859
Go0013078,21.439,92.007
Go0013081,42.2,-8.8
Go0013086,44.84,-0.57
Go0013089,35.22,26.216
Go0013090,39.92,116.4
Go0013091,48.2152,11.6316
Go0013096,23.48,120.44
Go0013099,43.302,5.37
Go0013101,34.202,-118.172
Go0013102,36.3563,127.3847
Go0013103,43.29,5.38
Go0013104,25.0262,121.5862
Go0013107,47.7125,16.6995
Go0013111,35.5132,134.2356
Go0013112,51.802,5.895
Go0013115,57.5412,-6.2245
Go0013120,35.183,128.107
Go0013123,55.14,61.4
Go0013127,37.451,126.6531
Go0013128,35.4352,139.9544
Go0013134,37.26,127.01
Go0013135,39.5366,3.3305
Go0013138,43.643,144.4392
Go0013139,36.356,127.386
Go0013141,20.94,110.33
Go0013143,30.733,76.779
Go0013144,33.51,126.52
Go0013145,35.1,129.01
Go0013146,40.6,-7.863
Go0013151,33.99,-118.18
Go0013155,51.5,-0.12
Go0013161,51.5,-3.23
Go0013162,51.5,-0.12
Go0013163,48.692,6.184
Go0013165,38.748,139.825
Go0013167,43.2915,5.4046
Go0013168,51.5,-0.12
Go0013169,51.5171,-0.1062
Go0013173,37.74,-122.46
Go0013174,-35.72,174.31
Go0013186,46.11611107,14.80808974
Go0013187,36.3571,127.384
Go0013188,24.82,120.98
Go0013193,45.5289,4.87429
Go0013197,24.47,118.17
Go0013198,13.848,100.562
Go0013200,36.4643,127.1165
Go0013204,22.63,120.27
Go0013205,16.7529,-169.5166
Go0013206,22.76,121.14
Go0013208,44.65,-63.6
Go0013211,25.76747,-171.73331
Go0013212,78.11735,12.504558
Go0013213,-68.6332,78.1
Go0013214,-35.1171,139.2757
Go0013215,59.2911,22.5402
Go0013216,59.438,21.5005
Go0013217,29.8919,-97.9326
Go0013219,32.232,78.065
Go0013220,61.1835,-48.01654
Go0013222,-62.19,-58.98
Go0013223,37.26,127.01
Go0013224,31.45429,120.03815
Go0013228,37.26,127.01
Go0013229,34.739,125.92
Go0013231,42.48346,3.13333
Go0013233,47.8719,20.3239
Go0013236,45.498,-73.5891
Go0013237,36.0255,129.345
Go0013239,43.07,-89.4
Go0013241,30.5783,-91.2258
Go0013244,26.1652,106.4666
Go0013247,25.0495,102.7241
Go0013248,28.8667,31.0833
Go0013253,35.9318,-84.316
Go0013255,47.9138,11.3117
Go0013256,33.51,126.52
Go0013260,33.9567,-83.3828
Go0013273,41.8081,86.157
Go0013278,36.923077,130.210904
Go0013281,25.1154,121.7078
Go0013284,32.0942,118.8004
Go0013285,37.9257,139.0394
Go0013286,59.2785,15.2149
Go0013288,36.34,127.43
Go0013289,36.3599,127.3849
Go0013292,40.75,-73.98
Go0013293,34.7667,127.6631
Go0013294,35.4122,133.8622
Go0013295,40.586,-74.207
Go0013296,35.5,134.23
Go0013298,37.945013,124.612867
Go0013299,33.51,126.52
Go0013320,-21.55,-47.72
Go0013300,33.51,126.52
Go0013301,51.73,39.27
Go0013303,41.5263,-70.6722
Go0013304,78.2122,15.8
Go0013306,78.21,15.8
Go0013309,24.5202,117.649
Go0013312,34.75,10.72
Go0013316,-21.133183,-49.710846
Go0013317,-23.096155,-46.728687
Go0013319,-22.897683,-47.061424
Go0013323,51.5442,9.929867
Go0013324,51.986254,5.664296
Go0013329,51.542919,9.928837
Go0013337,42.5561,-84.3033
Go0013341,59.8239,17.6543
Go0013343,41.656,-0.876
Go0013348,43.296,5.369
Go0013352,38.75,-77.475
Go0013353,57.477,-4.224
Go0013359,51.06,3.09
Go0013361,35.97,140.13
Go0013363,36.65,138.19
Go0013364,59.86,17.64
Go0013366,31.59,130.56
Go0013367,44.679662,-1.123861
Go0013368,39.9265,116.4026
Go0013372,53.561718,9.860865
Go0013378,51.571522,7.315407
Go0013386,37.774564,-122.424179
Go0013388,33.375839,126.531486
Go0013389,24.99,121.31
Go0013390,-74.21,164.42
Go0013393,35.9841,126.7319
Go0013394,32.850606,-117.27273
Go0013395,43.065445,131.688447
Go0013400,15.352,109.117
Go0013401,36.357993,127.385387
Go0013403,35.181666,128.107953
Go0013405,64.863178,20.386498
Go0013406,40.767542,-111.890659
Go0013407,47.215057,15.81161
Go0013408,59.337392,18.068275
Go0013409,37.666429,-32.193604
Go0013410,12.8,-103.93
Go0013411,12.8,-103.93
Go0013413,33.755459,84.390163
Go0013414,59.862746,17.638836
Go0013415,53.983803,159.469163
Go0013416,35.53,139.71
Go0013417,36.446,127.119
Go0013419,23.219124,120.269929
Go0013420,22.68,120.48
Go0013421,22.679282,120.49304
Go0013423,22.678807,120.494585
Go0013424,36.410231,138.249779
Go0013427,29.788217,-95.37117
Go0013429,36.380385,127.364387
Go0013431,37.702485,-89.229605
Go0013435,44.69,12.52
Go0013436,22.341,114.28
Go0013437,53.17,-3.831067
Go0013438,35.69,139.75
Go0013439,35.69,139.75
Go0013443,4.807,100.8
Go0013444,4.807,100.8
Go0013449,67.5,64.01
Go0013452,40.69834,-89.588757
Go0013453,43.383312,-4.115975
Go0013474,53.151944,4.853847
Go0013454,25.27,-80.32
Go0013455,37.26,127.02
Go0013459,24.82,120.98
Go0013461,31.995557,44.924412
Go0013463,36.356887,127.384701
Go0013465,46.799119,19.1821
Go0013469,51.39385,4.592228
Go0013470,35.879314,128.60281
Go0013471,52.674821,12.712698
Go0013472,40.761301,-8.568363
Go0013473,31.638183,-8.000507
Go0013476,37.60036,126.455669
Go0013485,30.46,-91.14
Go0013491,44.649151,-110.771902
Go0013496,-61.988,-58.019
Go0013497,36.02,129.37
Go0013498,36.35,127.38
Go0013499,49.951,11.57
Go0013500,36.02,129.37
Go0013501,-67.566,-68.116
Go0013506,51.758065,10.11638
Go0013507,35.18,129.07
Go0013508,37.242752,131.870364
Go0013510,34.954,127.483
Go0013513,26.35,-84.5
Go0013515,39.741145,-104.982719
Go0013520,51.462564,14.474831
Go0013524,33.51,126.52
Go0013525,37.895481,127.200344
Go0013529,43.612217,145.094604
Go0013530,43.37,5.38
Go0013531,43.430983,145.123444
Go0013534,53.550099,-113.49781
Go0013536,42.483484,3.133376
Go0013537,48.407326,11.741581
Go0013538,38.574743,-109.549413
Go0013543,39.927642,116.412277
Go0013551,37.595464,126.451936
Go0013555,3.82779484,73.30225817
Go0013557,30.46,-91.14
Go0013560,33.2136,126.5205
Go0013562,53.469044,8.20467
Go0013566,-38.12,176.24
Go0013567,10.35,-85.06
Go0013568,10.02,76.3
Go0013578,39.49,-0.4
Go0013584,42.26,-70.87
Go0013585,48.87,2.33
Go0013586,32.93,-80.008
Go0013587,36.07,120.38
Go0013602,54.326936,10.122128
Go0013603,41.878636,-87.669551
Go0013604,34.082237,-118.237839
Go0013612,36.022863,129.342699
Go0013623,36.022863,129.342699
Go0013636,33.955321,-83.384914
Go0013642,34.747678,10.760736
Go0013647,64.95,-147.61
Go0013652,36.125,128.346
Go0013654,42.663168,89.27025
Go0013655,36.598498,130.192232
Go0013657,22.31,114.12
Go0013658,1.29,103.86
Go0013660,37.592194,126.456806
Go0013661,35.79,139.56
Go0013662,42.49,3.14
Go0013663,24.13,124.186667
Go0013664,37.134,-4.729
Go0013681,35.541725,139.702034
Go0013682,24.4527,118.3576
Go0013683,-34.872412,-56.182137
Go0013689,40.416,-3.7
Go0013691,36.415,129.365
Go0013692,48.004625,7.843151
Go0013695,50.587,8.69
Go0013696,43.29,5.38
Go0013697,40.4168,-3.7038
Go0013699,48.58,7.74
Go0013745,78.91,11.93
Go0013700,40.724885,-74.006767
Go0013701,38.197,-0.555
Go0013702,45.05,82.977
Go0013703,20.9,110.59
Go0013705,33.511,130.9199
Go0013707,42.49,3.14
Go0013709,40.7,-89.589
Go0013710,33.564,126.761
Go0013711,41.15,-8.62
Go0013712,45.434388,12.338455
Go0013714,36.4828,127.4804
Go0013716,52.6208,1.2353
Go0013740,54.209,9.588
Go0013742,35.1,129.01
Go0013746,51.4549,10.05317
Go0013747,1.5821,-4.5147
Go0013750,23.75298511,120.9498753
Go0013753,35.419272,133.864174
Go0013754,40.600366,-7.863815
Go0013756,50.930089,11.590519
Go0013760,50.741018,7.098484
Go0013765,36.449,127.119
Go0013766,38.23,128.09
Go0013768,54.33,10.13
Go0013770,34.878498,127.667415
Go0013771,41.858,12.51
Go0013773,36.78,-2.24
Go0013776,39.71,140.09
Go0013779,45.813,126.536
Go0013782,38.2860765,-122.3599986
Go0013799,58.381255,26.719283
Go0013804,21.3917,113.68469
Go0013806,36.675131,24.516138
Go0013808,43.389643,4.987657
Go0013812,45.44,12.31
Go0013815,53.83504,8.180718
Go0013816,45.442549,12.315316
Go0013819,38.545,139.506
Go0013820,36.63619,16.651541
Go0013821,51.52,9.92
Go0013822,48.87,2.33
Go0013824,76.582,15.345
Go0013825,45.442127,12.315402
Go0013826,38.92,139.85
Go0013827,30.67,-87.27
Go0013833,36.829,127.114
Go0013836,22.3,114.19
Go0013838,57.17,-2.08
Go0013840,51.51,-0.12
Go0013841,31.44395984,34.99603399
Go0013842,42.098,-79.235
Go0013844,49.227,16.604
Go0013845,36.015,-84.27
Go0013848,52.191,-1.708
Go0013849,33.99,-118.18
Go0013860,43.61,3.87
Go0013862,34.970375,134.082413
