id,lat_lon
nmdc:bsm-11-g3vgcv04,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-bny0c933,"{'latitude': 40.818451, 'longitude': -104.707164, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-qww7kr57,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-y4qfcn34,"{'latitude': 40.818451, 'longitude': -104.707164, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-hqdmkk23,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-0asn5d63,"{'latitude': 40.853093, 'longitude': -104.728006, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-qh9krr06,"{'latitude': 40.814769, 'longitude': -104.748078, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-4fye3j26,"{'latitude': 40.853093, 'longitude': -104.728006, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-yhb2zb46,"{'latitude': 40.814769, 'longitude': -104.748078, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-rp8mwm13,"{'latitude': 40.853093, 'longitude': -104.728006, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-nxfcf135,"{'latitude': 40.814769, 'longitude': -104.748078, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-2744k638,"{'latitude': 40.850866, 'longitude': -104.699535, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-85vfjq03,"{'latitude': 40.850866, 'longitude': -104.699535, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-5j6r2g74,"{'latitude': 40.850866, 'longitude': -104.699535, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-4nb6s749,"{'latitude': 40.810934, 'longitude': -104.729248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-nanex297,"{'latitude': 40.814769, 'longitude': -104.748078, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-pd72sw88,"{'latitude': 40.810934, 'longitude': -104.729248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-bg4q1344,"{'latitude': 40.814769, 'longitude': -104.748078, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-vxm97g95,"{'latitude': 40.810934, 'longitude': -104.729248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-amwcqb35,"{'latitude': 40.814769, 'longitude': -104.748078, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-kz5k2q77,"{'latitude': 40.81275, 'longitude': -104.696873, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-zhrzwh12,"{'latitude': 40.817292, 'longitude': -104.750288, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-ahzpxd86,"{'latitude': 40.81275, 'longitude': -104.696873, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-geecaz29,"{'latitude': 40.817292, 'longitude': -104.750288, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-mxea3c60,"{'latitude': 40.81275, 'longitude': -104.696873, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-bnf1p650,"{'latitude': 40.817292, 'longitude': -104.750288, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-rrngdk54,"{'latitude': 40.817297, 'longitude': -104.747096, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-re2z0896,"{'latitude': 40.818451, 'longitude': -104.707164, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-fcks7k02,"{'latitude': 40.817297, 'longitude': -104.747096, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-8e2bnq15,"{'latitude': 40.817297, 'longitude': -104.747096, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-8z08ah94,"{'latitude': 40.818451, 'longitude': -104.707164, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-9vpkyp68,"{'latitude': 40.818451, 'longitude': -104.707164, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-xm44v962,"{'latitude': 40.818371, 'longitude': -104.746715, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-e85yp708,"{'latitude': 40.818371, 'longitude': -104.746715, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-14qr3105,"{'latitude': 40.818371, 'longitude': -104.746715, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-pgcr4004,"{'latitude': 40.853093, 'longitude': -104.728006, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-k30r3z60,"{'latitude': 40.853093, 'longitude': -104.728006, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-ydny4r33,"{'latitude': 40.853093, 'longitude': -104.728006, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-qc2ycn67,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-fcwg9p96,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-bcr60d39,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-wwk1gj06,"{'latitude': 40.850866, 'longitude': -104.699535, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-hxz6ef58,"{'latitude': 40.850866, 'longitude': -104.699535, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-hh5x0g74,"{'latitude': 40.850866, 'longitude': -104.699535, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-ghzgwj11,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-m2yzsj49,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-cqhejd34,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-1j7f2f13,"{'latitude': 40.818371, 'longitude': -104.746715, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-00m15h97,"{'latitude': 40.818371, 'longitude': -104.746715, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-a3zj9z39,"{'latitude': 40.818371, 'longitude': -104.746715, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-tjgbke56,"{'latitude': 40.817292, 'longitude': -104.750288, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-vgxwag68,"{'latitude': 40.817292, 'longitude': -104.750288, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-3scntg91,"{'latitude': 40.817292, 'longitude': -104.750288, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-zev6jt70,"{'latitude': 40.817297, 'longitude': -104.747096, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-frjpn095,"{'latitude': 40.817297, 'longitude': -104.747096, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-r2w28x54,"{'latitude': 40.817297, 'longitude': -104.747096, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-wpzp9996,"{'latitude': 40.814769, 'longitude': -104.748078, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-k0qje589,"{'latitude': 40.814769, 'longitude': -104.748078, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-7fkbrp42,"{'latitude': 40.814769, 'longitude': -104.748078, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-4gcjpr38,"{'latitude': 40.810934, 'longitude': -104.729248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-ma2z0x81,"{'latitude': 40.810934, 'longitude': -104.729248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-xg1ynk89,"{'latitude': 40.810934, 'longitude': -104.729248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-sj3j0662,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-rsbt9645,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-y2x26s57,"{'latitude': 40.818931, 'longitude': -104.748858, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-fsz7bb62,"{'latitude': 40.818451, 'longitude': -104.707164, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-feef6q42,"{'latitude': 40.818451, 'longitude': -104.707164, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-7wqz4q59,"{'latitude': 40.818451, 'longitude': -104.707164, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-6vhkk902,"{'latitude': 40.817297, 'longitude': -104.747096, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-fp4zne09,"{'latitude': 40.817297, 'longitude': -104.747096, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-w7y0qj80,"{'latitude': 40.817297, 'longitude': -104.747096, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-z74kbw36,"{'latitude': 40.810934, 'longitude': -104.729248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-06ta8e31,"{'latitude': 40.853093, 'longitude': -104.728006, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-pk8b7q28,"{'latitude': 40.810934, 'longitude': -104.729248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-mbe0t996,"{'latitude': 40.853093, 'longitude': -104.728006, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-2fxbgf80,"{'latitude': 40.810934, 'longitude': -104.729248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-5qjz3w45,"{'latitude': 40.853093, 'longitude': -104.728006, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-e5fxkb70,"{'latitude': 40.850866, 'longitude': -104.699535, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-q9e76575,"{'latitude': 40.850866, 'longitude': -104.699535, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-cv85a868,"{'latitude': 40.850866, 'longitude': -104.699535, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-dvp8kg38,"{'latitude': 40.81275, 'longitude': -104.696873, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-rkckfk47,"{'latitude': 40.81275, 'longitude': -104.696873, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-rvtpdv50,"{'latitude': 40.81275, 'longitude': -104.696873, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-dc8b1357,"{'latitude': 47.163429, 'longitude': -99.115691, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-yy5xyf48,"{'latitude': 47.163429, 'longitude': -99.115691, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-krbr4d40,"{'latitude': 47.163429, 'longitude': -99.115691, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-9ttby597,"{'latitude': 47.163711, 'longitude': -99.118452, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-zsns7f81,"{'latitude': 47.163711, 'longitude': -99.118452, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-ds4pvq22,"{'latitude': 47.163711, 'longitude': -99.118452, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-q8en7a42,"{'latitude': 47.160965, 'longitude': -99.11068, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-t9th2n39,"{'latitude': 47.160965, 'longitude': -99.11068, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-2tnrd005,"{'latitude': 47.160965, 'longitude': -99.11068, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-6fq7mn26,"{'latitude': 47.162314, 'longitude': -99.110281, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-gc1amf36,"{'latitude': 47.162314, 'longitude': -99.110281, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-zw2hp842,"{'latitude': 47.162314, 'longitude': -99.110281, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-6svgfh66,"{'latitude': 47.163131, 'longitude': -99.109882, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-txfex922,"{'latitude': 47.163131, 'longitude': -99.109882, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-vp0bhm76,"{'latitude': 47.163131, 'longitude': -99.109882, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-r7qzxj94,"{'latitude': 47.16475, 'longitude': -99.110683, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-aq1k0r43,"{'latitude': 47.16475, 'longitude': -99.110683, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-wkstg085,"{'latitude': 47.16475, 'longitude': -99.110683, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-3hm8jt19,"{'latitude': 47.171565, 'longitude': -99.051268, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-7vecd904,"{'latitude': 47.171565, 'longitude': -99.051268, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-9rhh7v41,"{'latitude': 47.171565, 'longitude': -99.051268, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-5cb54z92,"{'latitude': 47.173174, 'longitude': -99.05087, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-bvdb2a25,"{'latitude': 47.173174, 'longitude': -99.05087, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-ehh20m22,"{'latitude': 47.173174, 'longitude': -99.05087, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-p4egan15,"{'latitude': 47.210512, 'longitude': -99.185022, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-bkbm1j33,"{'latitude': 47.210512, 'longitude': -99.185022, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-k4vw3363,"{'latitude': 47.210512, 'longitude': -99.185022, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-k8zd7n65,"{'latitude': 47.206173, 'longitude': -99.184204, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-4p790780,"{'latitude': 47.206173, 'longitude': -99.184204, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-gqp8sc49,"{'latitude': 47.206173, 'longitude': -99.184204, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-86rqew60,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-7tsq6y25,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-kpsp6518,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-r1be0s27,"{'latitude': 63.877756, 'longitude': -145.753497, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-9wsy2s42,"{'latitude': 63.877756, 'longitude': -145.753497, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-jgrsz784,"{'latitude': 63.877756, 'longitude': -145.753497, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-xncwfk38,"{'latitude': 63.881243, 'longitude': -145.753351, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-tymbmj45,"{'latitude': 63.881243, 'longitude': -145.753351, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-b75jdd82,"{'latitude': 63.881243, 'longitude': -145.753351, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-w1s0h548,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-d3wnmf50,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-vdcqad23,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-x68nsk72,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-k203td65,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-yv42qd56,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-h17qhy59,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-wpswhw12,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-9a04gb83,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-rb7txp53,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-k33xda67,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-pm9paj46,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-yfjezs26,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-1dn6a430,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-t0ww6c13,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-nrefzx02,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-6k3fpr93,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-bqhhs752,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-fcj7kq51,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-xqw0ra06,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-a2ac3c43,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-v7mtx038,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-rrvx3162,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-mg37qk88,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-9wg0be93,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-8e8hht33,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-zntgm872,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-f8wcrr49,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-jxqc0f04,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-677qn561,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-hvare648,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-d37xg474,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-t16bw552,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-1ppwv655,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-7wwveb53,"{'latitude': 63.881243, 'longitude': -145.753351, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-eq1g0140,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-9qrn7646,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-ywyymz50,"{'latitude': 63.880889, 'longitude': -145.742977, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-hh56mv04,"{'latitude': 63.880889, 'longitude': -145.742977, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-tjzc6k94,"{'latitude': 63.877756, 'longitude': -145.753497, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-nq3nfb44,"{'latitude': 63.880889, 'longitude': -145.742977, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-xwg0t949,"{'latitude': 63.877756, 'longitude': -145.753497, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-b4sbr072,"{'latitude': 63.877756, 'longitude': -145.753497, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-sg53fq78,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-qczkkh39,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-6wx27y13,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-4wszf423,"{'latitude': 63.881243, 'longitude': -145.753351, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-3q50qd53,"{'latitude': 63.881243, 'longitude': -145.753351, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-0c9czb71,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-5cfr5q68,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-ab9sqn42,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-3j1ppe45,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-az5s6v13,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-fa7qct86,"{'latitude': 63.835171, 'longitude': -145.748058, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-zp5tqq71,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-9t9j3p04,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-j1x6rz34,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-7jvh3h24,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-nyaw3p87,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-g79bfr73,"{'latitude': 63.831139, 'longitude': -145.747612, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-f0cqmx50,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-e2rkv622,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-k8zk2412,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-22p3hw30,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-xkhvyk36,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-98yfzt24,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-e5me8755,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-b97ptm80,"{'latitude': 63.89244, 'longitude': -145.769965, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-jrcvdr63,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-d2c2xm45,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-7b3qg953,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-fjhrh306,"{'latitude': 63.879623, 'longitude': -145.720429, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-enwbrt62,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-bqjdap15,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-85akfq83,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-7rvqj077,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-gywxw667,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-zaj6n998,"{'latitude': 63.853315, 'longitude': -145.760668, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-qyqzzz25,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-dc64g234,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-rv8kkt58,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-49yj1h69,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-c1xewc24,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-ht3fsf63,"{'latitude': 63.87415, 'longitude': -145.741425, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-8jjrf704,"{'latitude': 63.881243, 'longitude': -145.753351, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-23rb5739,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-k93rm709,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-fj5qbz12,"{'latitude': 63.881243, 'longitude': -145.753351, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-eq2wb977,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-nrt87683,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-9y8bdp52,"{'latitude': 63.881243, 'longitude': -145.753351, 'type': 'nmdc:GeolocationValue'}"
nmdc:bsm-11-xfdjzh96,"{'latitude': 63.88224, 'longitude': -145.739248, 'type': 'nmdc:GeolocationValue'}"
