biosample_id,latitude,longitude
nmdc:bsm-11-gwcf4w59,34.4149,-119.841
nmdc:bsm-11-ac5wk933,34.4149,-119.841
nmdc:bsm-11-ak5kra09,34.4149,-119.841
nmdc:bsm-11-b00an893,34.4148,-119.8405
nmdc:bsm-11-54yd8g15,34.4148,-119.8405
nmdc:bsm-11-68e9wx05,34.4149,-119.841
nmdc:bsm-11-7bcc7108,34.4149,-119.841
nmdc:bsm-11-vp9ea032,34.4149,-119.841
nmdc:bsm-11-z5s4n141,34.4149,-119.841
nmdc:bsm-11-a3rpr285,34.4149,-119.841
nmdc:bsm-11-8f54jh47,34.4149,-119.841
nmdc:bsm-11-g62y3m30,34.4149,-119.841
nmdc:bsm-11-w1akex62,34.4149,-119.841
nmdc:bsm-11-6rqetn94,34.4149,-119.841
nmdc:bsm-11-3c84rs21,43.0995,-89.4045
nmdc:bsm-11-9hfje373,43.0995,-89.4045
nmdc:bsm-11-g94g8w05,34.4149,-119.841
nmdc:bsm-11-yp2e0d11,43.0995,-89.4045
nmdc:bsm-11-c6te6j23,43.0995,-89.4045
nmdc:bsm-11-qx601t58,34.4149,-119.841
nmdc:bsm-11-c33rj094,43.0995,-89.4045
nmdc:bsm-11-md2n5m30,43.0995,-89.4045
nmdc:bsm-11-jtnymh55,43.0995,-89.4045
nmdc:bsm-11-qq1nf369,43.0995,-89.4045
nmdc:bsm-11-1gf9wt88,43.0995,-89.4045
nmdc:bsm-11-pjtgp680,43.0995,-89.4045
nmdc:bsm-11-cbeqtc96,43.0995,-89.4045
nmdc:bsm-11-tdkjgc50,43.0995,-89.4045
nmdc:bsm-11-nmrpwe07,43.0995,-89.4045
nmdc:bsm-11-zm4sh181,43.0995,-89.4045
nmdc:bsm-11-s9cnjw79,43.0995,-89.4045
nmdc:bsm-11-ry83p349,43.0995,-89.4045
nmdc:bsm-11-7jxewe70,43.0995,-89.4045
nmdc:bsm-11-r0k8jt09,43.0995,-89.4045
nmdc:bsm-11-5t7jqv71,43.0995,-89.4045
nmdc:bsm-11-k3xzkc80,43.0995,-89.4045
nmdc:bsm-11-1y1nfb78,43.0995,-89.4045
nmdc:bsm-11-v1d8f536,43.0995,-89.4045
nmdc:bsm-11-akt67s83,43.0995,-89.4045
nmdc:bsm-11-hbw7d587,43.0995,-89.4045
nmdc:bsm-11-zapxa581,43.0995,-89.4045
nmdc:bsm-11-c528g460,43.0995,-89.4045
nmdc:bsm-11-r2wdbt30,43.0995,-89.4045
nmdc:bsm-11-1rvbg528,43.0995,-89.4045
nmdc:bsm-11-vz96x409,43.0995,-89.4045
nmdc:bsm-11-3rdtr854,43.0995,-89.4045
nmdc:bsm-11-1abjk337,43.0995,-89.4045
nmdc:bsm-11-84j1jc90,43.0995,-89.4045
nmdc:bsm-11-pqk7ft33,43.0995,-89.4045
nmdc:bsm-11-kf2sg963,43.0995,-89.4045
nmdc:bsm-11-8aq6ns85,43.0995,-89.4045
nmdc:bsm-11-arkvm375,43.0995,-89.4045
nmdc:bsm-11-1kjfmt89,43.0995,-89.4045
nmdc:bsm-11-xj5xb672,43.0995,-89.4045
nmdc:bsm-11-b6hqd365,43.0995,-89.4045
nmdc:bsm-11-rk980351,43.0995,-89.4045
nmdc:bsm-11-89qxr917,43.0995,-89.4045
nmdc:bsm-11-pahmb746,43.0995,-89.4045
nmdc:bsm-11-kzqx8668,43.0995,-89.4045
nmdc:bsm-11-qvbtbz27,43.0995,-89.4045
nmdc:bsm-11-95343w77,43.0995,-89.4045
nmdc:bsm-11-rt5w2651,43.0995,-89.4045
nmdc:bsm-11-b04gf228,43.0995,-89.4045
nmdc:bsm-11-brvyqq67,43.0995,-89.4045
nmdc:bsm-11-1hjq8j05,43.0995,-89.4045
nmdc:bsm-11-7kksp579,43.0995,-89.4045
nmdc:bsm-11-chabe285,43.0995,-89.4045
nmdc:bsm-11-yhza1x37,43.0995,-89.4045
nmdc:bsm-11-6fymh298,43.0995,-89.4045
nmdc:bsm-11-4a68cd10,43.0995,-89.4045
nmdc:bsm-11-29zhmk92,43.0995,-89.4045
nmdc:bsm-11-c1h3p897,43.0995,-89.4045
nmdc:bsm-11-0zbejz22,43.0995,-89.4045
nmdc:bsm-11-2hk4pa77,43.0995,-89.4045
nmdc:bsm-11-x7fc0f34,43.0995,-89.4045
nmdc:bsm-11-tvnnx827,43.0995,-89.4045
nmdc:bsm-11-cbkcy248,43.0995,-89.4045
nmdc:bsm-11-4g2xg110,43.0995,-89.4045
nmdc:bsm-11-cjav3f44,43.0995,-89.4045
nmdc:bsm-11-7b0vmf05,43.0995,-89.4045
nmdc:bsm-11-wqtn3w04,43.0995,-89.4045
nmdc:bsm-11-p5njsy39,43.0995,-89.4045
nmdc:bsm-11-mr01sv53,43.0995,-89.4045
nmdc:bsm-11-z0wf4922,43.0995,-89.4045
nmdc:bsm-11-yytj4a43,43.0995,-89.4045
nmdc:bsm-11-j7nxv908,43.0995,-89.4045
nmdc:bsm-11-9t7z6672,43.0995,-89.4045
nmdc:bsm-11-s9m9df64,43.0995,-89.4045
nmdc:bsm-11-2wb2q869,43.0995,-89.4045
nmdc:bsm-11-3twkwk90,43.0995,-89.4045
nmdc:bsm-11-8m8bab62,43.0995,-89.4045
nmdc:bsm-11-1m0p3c27,43.0995,-89.4045
nmdc:bsm-11-kxvcqq31,43.0995,-89.4045
nmdc:bsm-11-r5bf8h19,43.0995,-89.4045
nmdc:bsm-11-41w8rj96,43.0995,-89.4045
nmdc:bsm-11-91m26m60,43.0995,-89.4045
nmdc:bsm-11-zr35cf44,43.0995,-89.4045
nmdc:bsm-11-hrsmyh88,43.0995,-89.4045
nmdc:bsm-11-ytx6wp75,43.0995,-89.4045
nmdc:bsm-11-65edzv02,43.0995,-89.4045
nmdc:bsm-11-jxnxct31,43.0995,-89.4045
nmdc:bsm-11-ypge0s52,43.0995,-89.4045
nmdc:bsm-11-1fxj7q71,43.0995,-89.4045
nmdc:bsm-11-b589yc12,43.0995,-89.4045
nmdc:bsm-11-h6dtac48,43.0995,-89.4045
nmdc:bsm-11-6r4emy05,43.0995,-89.4045
nmdc:bsm-11-hrftz471,43.0995,-89.4045
nmdc:bsm-11-dzggr533,43.0995,-89.4045
nmdc:bsm-11-eqgxnn63,43.0995,-89.4045
nmdc:bsm-11-zbpac345,43.0995,-89.4045
nmdc:bsm-11-tq8q6y51,43.0995,-89.4045
nmdc:bsm-11-0mbb0m42,43.0995,-89.4045
nmdc:bsm-11-ww59kb15,43.0995,-89.4045
nmdc:bsm-11-7cnfgs24,43.0995,-89.4045
nmdc:bsm-11-9526y295,43.0995,-89.4045
nmdc:bsm-11-adsvth76,43.0995,-89.4045
nmdc:bsm-11-y5xhad38,43.0995,-89.4045
nmdc:bsm-11-g9v3hv67,43.0995,-89.4045
nmdc:bsm-11-gywjd688,43.0995,-89.4045
nmdc:bsm-11-2pebmt85,43.0995,-89.4045
nmdc:bsm-11-4pf79g42,43.0995,-89.4045
nmdc:bsm-11-yr24wh59,43.0995,-89.4045
nmdc:bsm-11-5w2ezc78,43.0995,-89.4045
nmdc:bsm-11-2kqg6170,43.0995,-89.4045
nmdc:bsm-11-b7z4jt34,43.0995,-89.4045
nmdc:bsm-11-cemwyp15,43.0995,-89.4045
nmdc:bsm-11-c9729j17,43.0995,-89.4045
nmdc:bsm-11-3y5c5235,43.0995,-89.4045
nmdc:bsm-11-mtfqm443,43.0995,-89.4045
nmdc:bsm-11-5626d527,43.0995,-89.4045
nmdc:bsm-11-22n1qn36,43.0995,-89.4045
nmdc:bsm-11-g2h79242,43.0995,-89.4045
nmdc:bsm-11-sjd9dt73,43.0995,-89.4045
nmdc:bsm-11-srabh628,43.0995,-89.4045
nmdc:bsm-11-hsx4d487,43.0995,-89.4045
nmdc:bsm-11-b57bef94,43.0995,-89.4045
nmdc:bsm-11-qn22x641,43.0995,-89.4045
nmdc:bsm-11-szd9e306,43.0995,-89.4045
nmdc:bsm-11-hzk7sw57,43.0995,-89.4045
nmdc:bsm-11-0j2bs453,43.0995,-89.4045
nmdc:bsm-11-9726j635,43.0995,-89.4045
nmdc:bsm-11-39r2y083,43.0995,-89.4045
nmdc:bsm-11-z8c5ap19,43.0995,-89.4045
nmdc:bsm-11-nydkyg06,43.0995,-89.4045
nmdc:bsm-11-wmy1fb85,43.0995,-89.4045
nmdc:bsm-11-0ne9e584,43.0995,-89.4045
nmdc:bsm-11-tcd4r795,43.0995,-89.4045
nmdc:bsm-11-5n6ynv04,43.0995,-89.4045
nmdc:bsm-11-6jaxpe94,43.0995,-89.4045
nmdc:bsm-11-rxh3y570,43.0995,-89.4045
nmdc:bsm-11-aq8ngh37,43.0995,-89.4045
nmdc:bsm-11-t3sqmr03,43.0995,-89.4045
nmdc:bsm-11-q4141735,43.0995,-89.4045
nmdc:bsm-11-kbak1m36,43.0995,-89.4045
nmdc:bsm-11-08e9gn78,43.0995,-89.4045
nmdc:bsm-11-fq4r8n24,43.0995,-89.4045
nmdc:bsm-11-8zcrs544,43.0995,-89.4045
nmdc:bsm-11-6h8fhh27,43.0995,-89.4045
nmdc:bsm-11-03c88471,43.0995,-89.4045
nmdc:bsm-11-rfayjs57,43.0995,-89.4045
nmdc:bsm-11-jystg118,43.0995,-89.4045
nmdc:bsm-11-yfkh8t53,43.0995,-89.4045
nmdc:bsm-11-wttbdr40,43.0995,-89.4045
nmdc:bsm-11-09bbdk62,43.0995,-89.4045
nmdc:bsm-11-b9hezd02,43.0995,-89.4045
nmdc:bsm-11-s9q2g341,43.0995,-89.4045
nmdc:bsm-11-he96de15,43.0995,-89.4045
nmdc:bsm-11-4agb4f50,43.0995,-89.4045
nmdc:bsm-11-d8ca1710,43.0995,-89.4045
nmdc:bsm-11-fpzd4g92,43.0995,-89.4045
nmdc:bsm-11-xqrcwz18,43.0995,-89.4045
nmdc:bsm-11-9ha9rr44,43.0995,-89.4045
nmdc:bsm-11-tv2n1p95,43.0995,-89.4045
nmdc:bsm-11-7j8jyw91,43.0995,-89.4045
nmdc:bsm-11-g1r2px16,43.0995,-89.4045
nmdc:bsm-11-pwphpk65,43.0995,-89.4045
nmdc:bsm-11-smpmj182,43.0995,-89.4045
nmdc:bsm-11-pjg4x248,43.0995,-89.4045
nmdc:bsm-11-916p5682,43.0995,-89.4045
nmdc:bsm-11-ayjss930,43.0995,-89.4045
nmdc:bsm-11-g6736081,43.0995,-89.4045
nmdc:bsm-11-rbxaga73,43.0995,-89.4045
nmdc:bsm-11-1rrw7h74,43.0995,-89.4045
nmdc:bsm-11-07js9c68,43.0995,-89.4045
nmdc:bsm-11-cnpncn49,43.0995,-89.4045
nmdc:bsm-11-4v2q6x11,43.0995,-89.4045
nmdc:bsm-11-c2tfdp25,43.0995,-89.4045
nmdc:bsm-11-xgtvhe93,43.0995,-89.4045
nmdc:bsm-11-qyt0ma23,43.0995,-89.4045
nmdc:bsm-11-th4ngt95,43.0995,-89.4045
nmdc:bsm-11-hmsgpt94,43.0995,-89.4045
nmdc:bsm-11-g5cxya31,43.0995,-89.4045
nmdc:bsm-11-3cjvcy09,43.0995,-89.4045
nmdc:bsm-11-jgabp056,43.0995,-89.4045
nmdc:bsm-11-8jwy9y79,43.0995,-89.4045
nmdc:bsm-11-08nps265,43.0995,-89.4045
nmdc:bsm-11-bzm44c06,43.0995,-89.4045
nmdc:bsm-11-y9nn0m19,43.0995,-89.4045
nmdc:bsm-11-cavfsx23,43.0995,-89.4045
nmdc:bsm-11-jtvzj460,43.0995,-89.4045
nmdc:bsm-11-zqx6y106,43.0995,-89.4045
nmdc:bsm-11-efa3wb58,43.0995,-89.4045
nmdc:bsm-11-k55q6w80,43.0995,-89.4045
nmdc:bsm-11-04t36j23,43.0995,-89.4045
nmdc:bsm-11-ncbgt849,43.0995,-89.4045
nmdc:bsm-11-pze0gc20,43.0995,-89.4045
nmdc:bsm-11-khtkpg49,43.0995,-89.4045
nmdc:bsm-11-sxkd5q37,43.0995,-89.4045
nmdc:bsm-11-3tdfpk19,43.0995,-89.4045
nmdc:bsm-11-h87jr161,43.0995,-89.4045
nmdc:bsm-11-w6d37h39,43.0995,-89.4045
nmdc:bsm-11-4dhxs983,43.0995,-89.4045
nmdc:bsm-11-8b27gn39,43.0995,-89.4045
nmdc:bsm-11-6b6smf65,43.0995,-89.4045
nmdc:bsm-11-jy5v1s47,43.0995,-89.4045
nmdc:bsm-11-6t8t1q86,43.0995,-89.4045
nmdc:bsm-11-bdags037,43.0995,-89.4045
nmdc:bsm-11-vfpcpt51,43.0995,-89.4045
nmdc:bsm-11-6h17rk73,43.0995,-89.4045
nmdc:bsm-11-f7yf4z36,43.0995,-89.4045
nmdc:bsm-11-nhmx5d49,43.0995,-89.4045
nmdc:bsm-11-sht15q53,43.0995,-89.4045
nmdc:bsm-11-drrkad67,43.0995,-89.4045
nmdc:bsm-11-vfg75695,43.0995,-89.4045
nmdc:bsm-11-nhzyj630,43.0995,-89.4045
nmdc:bsm-11-vphze236,43.0995,-89.4045
nmdc:bsm-11-rt0ma230,43.0995,-89.4045
nmdc:bsm-11-zj952317,43.0995,-89.4045
nmdc:bsm-11-434y7e45,43.0995,-89.4045
nmdc:bsm-11-hktzk527,43.0995,-89.4045
nmdc:bsm-11-6gegm261,43.0995,-89.4045
nmdc:bsm-11-c1pte537,43.0995,-89.4045
nmdc:bsm-11-zns7p726,43.0995,-89.4045
nmdc:bsm-11-1hvvpx18,43.0995,-89.4045
nmdc:bsm-11-f4t7xd85,43.0995,-89.4045
nmdc:bsm-11-8rkrf165,43.0995,-89.4045
nmdc:bsm-11-zsaaqy45,43.0995,-89.4045
nmdc:bsm-11-0ynadq83,43.0995,-89.4045
nmdc:bsm-11-c8sq7470,43.0995,-89.4045
nmdc:bsm-11-73x9vy34,43.0995,-89.4045
nmdc:bsm-11-p90ng271,43.0995,-89.4045
nmdc:bsm-11-9d19wh43,43.0995,-89.4045
nmdc:bsm-11-s3hn3f93,43.0995,-89.4045
nmdc:bsm-11-33seav43,43.0995,-89.4045
nmdc:bsm-11-2zft9k79,43.0995,-89.4045
nmdc:bsm-11-w3fmxv58,43.0995,-89.4045
nmdc:bsm-11-yczmk067,43.0995,-89.4045
nmdc:bsm-11-w5ndzm48,43.0995,-89.4045
nmdc:bsm-11-bqvgpn30,43.0995,-89.4045
nmdc:bsm-11-mgdj2v62,43.0995,-89.4045
nmdc:bsm-11-t8h7cn37,43.0995,-89.4045
nmdc:bsm-11-6tg26r43,43.0995,-89.4045
nmdc:bsm-11-5z94gg55,43.0995,-89.4045
nmdc:bsm-11-d6s0sa55,43.0995,-89.4045
nmdc:bsm-11-4c4mcc59,43.0995,-89.4045
nmdc:bsm-11-q4htkr18,43.0995,-89.4045
nmdc:bsm-11-tzgcgc51,43.0995,-89.4045
nmdc:bsm-11-p3qqxe07,43.0995,-89.4045
nmdc:bsm-11-8j4zrd45,43.0995,-89.4045
nmdc:bsm-11-b03y1f78,43.0995,-89.4045
nmdc:bsm-11-mse0hr81,43.0995,-89.4045
nmdc:bsm-11-wsvac151,43.0995,-89.4045
nmdc:bsm-11-97p0s075,43.0995,-89.4045
nmdc:bsm-11-p018ff25,43.0995,-89.4045
nmdc:bsm-11-k1mspp90,43.0995,-89.4045
nmdc:bsm-11-myx7vw53,43.0995,-89.4045
nmdc:bsm-11-mgypca05,43.0995,-89.4045
nmdc:bsm-11-23jz8a58,43.0995,-89.4045
nmdc:bsm-11-dvc0av73,43.0995,-89.4045
nmdc:bsm-11-x29r0h81,43.0995,-89.4045
nmdc:bsm-11-hnfdb865,43.0995,-89.4045
nmdc:bsm-11-0z0z0144,43.0995,-89.4045
nmdc:bsm-11-0jgtxr69,43.0995,-89.4045
nmdc:bsm-11-e8mv5e05,43.0995,-89.4045
nmdc:bsm-11-ma09bn80,43.0995,-89.4045
nmdc:bsm-11-9q6v1k94,43.0995,-89.4045
nmdc:bsm-11-maj16854,43.0995,-89.4045
nmdc:bsm-11-7vatjq05,43.0995,-89.4045
nmdc:bsm-11-mj5tg915,43.0995,-89.4045
nmdc:bsm-11-bwvpgv11,43.0995,-89.4045
nmdc:bsm-11-2cc3wv03,43.0995,-89.4045
nmdc:bsm-11-s62q3x27,43.0995,-89.4045
nmdc:bsm-11-x9af8k14,43.0995,-89.4045
nmdc:bsm-11-gzef1x10,43.0995,-89.4045
nmdc:bsm-11-mp70jc85,43.0995,-89.4045
nmdc:bsm-11-mr2pp620,43.0995,-89.4045
nmdc:bsm-11-e98abt26,43.0995,-89.4045
nmdc:bsm-11-vksq3a37,43.0995,-89.4045
nmdc:bsm-11-jhycek18,43.0995,-89.4045
nmdc:bsm-11-5b2qmr43,43.0995,-89.4045
nmdc:bsm-11-4wz0yh10,43.0995,-89.4045
nmdc:bsm-11-6wbwbc28,43.0995,-89.4045
nmdc:bsm-11-jm13db73,43.0995,-89.4045
nmdc:bsm-11-pqse8846,43.0995,-89.4045
nmdc:bsm-11-n1mv5m58,43.0995,-89.4045
nmdc:bsm-11-k0g55b44,43.0995,-89.4045
nmdc:bsm-11-yt97y162,43.0995,-89.4045
nmdc:bsm-11-06ry4a86,43.0995,-89.4045
nmdc:bsm-11-34rd6307,43.0995,-89.4045
nmdc:bsm-11-6hmmp503,43.0995,-89.4045
nmdc:bsm-11-cx83c479,43.0995,-89.4045
nmdc:bsm-11-gd5aqb55,43.0995,-89.4045
nmdc:bsm-11-rh2ckc23,43.0995,-89.4045
nmdc:bsm-11-458w1w16,43.0995,-89.4045
nmdc:bsm-11-ehmrw103,43.0995,-89.4045
nmdc:bsm-11-jghjz570,43.0995,-89.4045
nmdc:bsm-11-pwm7h756,43.0995,-89.4045
nmdc:bsm-11-m3ez4b40,43.0995,-89.4045
nmdc:bsm-11-jswgrc22,43.0995,-89.4045
nmdc:bsm-11-z5byk603,43.0995,-89.4045
nmdc:bsm-11-0jh8w006,43.0995,-89.4045
nmdc:bsm-11-d7dsnv37,43.0995,-89.4045
nmdc:bsm-11-0cd1ge08,43.0995,-89.4045
nmdc:bsm-11-z67ecc08,43.0995,-89.4045
nmdc:bsm-11-94fat557,43.0995,-89.4045
nmdc:bsm-11-4fw6fm56,43.0995,-89.4045
nmdc:bsm-11-xfxkbf08,43.0995,-89.4045
nmdc:bsm-11-pz6m9q91,43.0995,-89.4045
nmdc:bsm-11-37rz5828,43.0995,-89.4045
nmdc:bsm-11-101d8291,43.0995,-89.4045
nmdc:bsm-11-dd367w25,43.0995,-89.4045
nmdc:bsm-11-fw627s04,43.0995,-89.4045
nmdc:bsm-11-8xtftg31,43.0995,-89.4045
nmdc:bsm-11-pp72zs38,43.0995,-89.4045
nmdc:bsm-11-2v8vhe22,43.0995,-89.4045
nmdc:bsm-11-3a2ezx48,43.0995,-89.4045
nmdc:bsm-11-zt4thk48,43.0995,-89.4045
nmdc:bsm-11-mf3x2s92,43.0995,-89.4045
nmdc:bsm-11-5pjqj779,43.0995,-89.4045
nmdc:bsm-11-7c14dv38,43.0995,-89.4045
nmdc:bsm-11-gfvd6931,43.0995,-89.4045
nmdc:bsm-11-4q3bgk84,43.0995,-89.4045
nmdc:bsm-11-2j81ra50,43.0995,-89.4045
nmdc:bsm-11-6z26rh43,43.0995,-89.4045
nmdc:bsm-11-wkx5kg69,43.0995,-89.4045
nmdc:bsm-11-gmcgxz57,43.0995,-89.4045
nmdc:bsm-11-b9hks874,43.0995,-89.4045
nmdc:bsm-11-5bk4z145,43.0995,-89.4045
nmdc:bsm-11-h2j7rb90,43.0995,-89.4045
nmdc:bsm-11-dg0nvw18,43.0995,-89.4045
nmdc:bsm-11-xz9ks154,43.0995,-89.4045
nmdc:bsm-11-44wftq59,43.0995,-89.4045
nmdc:bsm-11-ay10ns06,43.0995,-89.4045
nmdc:bsm-11-hw4pr543,43.0995,-89.4045
nmdc:bsm-11-w0xkay32,43.0995,-89.4045
nmdc:bsm-11-qr4bwn46,43.0995,-89.4045
nmdc:bsm-11-mxyacv15,43.0995,-89.4045
nmdc:bsm-11-kf6r0s86,43.0995,-89.4045
nmdc:bsm-11-8pqh0e39,43.0995,-89.4045
nmdc:bsm-11-tg4fsq36,43.0995,-89.4045
nmdc:bsm-11-cf0mry86,43.0995,-89.4045
nmdc:bsm-11-p7nqfg98,43.0995,-89.4045
nmdc:bsm-11-fkpmzz60,43.0995,-89.4045
nmdc:bsm-11-da5y9j17,43.0995,-89.4045
nmdc:bsm-11-dn1vcj92,43.0995,-89.4045
nmdc:bsm-11-tr6kk385,43.0995,-89.4045
nmdc:bsm-11-bf9kyb15,43.0995,-89.4045
nmdc:bsm-11-0b3f6q91,43.0995,-89.4045
nmdc:bsm-11-c2stjb70,43.0995,-89.4045
nmdc:bsm-11-9tv1kw42,43.0995,-89.4045
nmdc:bsm-11-ypdaa720,43.0995,-89.4045
nmdc:bsm-11-9vw8wt26,43.0995,-89.4045
nmdc:bsm-11-pz30sf08,43.0995,-89.4045
nmdc:bsm-11-h8wrxq65,43.0995,-89.4045
nmdc:bsm-11-ybjmrs89,43.0995,-89.4045
nmdc:bsm-11-j71qdx20,43.0995,-89.4045
nmdc:bsm-11-jf4wbq20,43.0995,-89.4045
nmdc:bsm-11-xg6mpv16,43.0995,-89.4045
nmdc:bsm-11-xf8xg214,43.0995,-89.4045
nmdc:bsm-11-7kyxpg89,43.0995,-89.4045
nmdc:bsm-11-zcw3sn86,43.0995,-89.4045
nmdc:bsm-11-q9zvdh52,43.0995,-89.4045
nmdc:bsm-11-gs7k2635,43.0995,-89.4045
nmdc:bsm-11-ycm38m22,43.0995,-89.4045
nmdc:bsm-11-jkkcz238,43.0995,-89.4045
nmdc:bsm-11-r2em2t71,43.0995,-89.4045
nmdc:bsm-11-z80ey618,43.0995,-89.4045
nmdc:bsm-11-cqk58r05,43.0995,-89.4045
nmdc:bsm-11-teemvm07,43.0995,-89.4045
nmdc:bsm-11-h6x06015,43.0995,-89.4045
nmdc:bsm-11-etwc4935,43.0995,-89.4045
nmdc:bsm-11-vcdehc11,43.0995,-89.4045
nmdc:bsm-11-t3c9hk29,43.0995,-89.4045
nmdc:bsm-11-d5ef8n06,43.0995,-89.4045
nmdc:bsm-11-vqzfeh23,43.0995,-89.4045
nmdc:bsm-11-x004g416,43.0995,-89.4045
nmdc:bsm-11-xm8k0q10,43.0995,-89.4045
nmdc:bsm-11-srjcf120,43.0995,-89.4045
nmdc:bsm-11-x7sjgq79,43.0995,-89.4045
nmdc:bsm-11-q84vp418,43.0995,-89.4045
nmdc:bsm-11-j7eec132,43.0995,-89.4045
nmdc:bsm-11-gtxz9c26,43.0995,-89.4045
nmdc:bsm-11-wwd18019,43.0995,-89.4045
nmdc:bsm-11-skv7cv64,43.0995,-89.4045
nmdc:bsm-11-gyynwz38,43.0995,-89.4045
nmdc:bsm-11-2nt1jx32,43.0995,-89.4045
nmdc:bsm-11-mge3sf83,43.0995,-89.4045
nmdc:bsm-11-7y3tzf95,43.0995,-89.4045
nmdc:bsm-11-262p6s66,43.0995,-89.4045
nmdc:bsm-11-f0gr7b48,43.0995,-89.4045
nmdc:bsm-11-2tcr3576,43.0995,-89.4045
nmdc:bsm-11-tn8hd186,43.0995,-89.4045
nmdc:bsm-11-2nacvc65,43.0995,-89.4045
nmdc:bsm-11-va008c52,43.0995,-89.4045
nmdc:bsm-11-7c3h1243,43.0995,-89.4045
nmdc:bsm-11-jq461n41,43.0995,-89.4045
nmdc:bsm-11-bwkb2749,43.0995,-89.4045
nmdc:bsm-11-32qe2y33,43.0995,-89.4045
nmdc:bsm-11-t1jw2g21,43.0995,-89.4045
nmdc:bsm-11-6jg0nn50,43.0995,-89.4045
nmdc:bsm-11-qfdgag75,43.0995,-89.4045
nmdc:bsm-11-w8dmmm66,43.0995,-89.4045
nmdc:bsm-11-q8fxmk47,43.0995,-89.4045
nmdc:bsm-11-eb9a9p54,43.0995,-89.4045
nmdc:bsm-11-x5jtmp97,43.0995,-89.4045
nmdc:bsm-11-y3wq9f11,43.0995,-89.4045
nmdc:bsm-11-6r9zc028,43.0995,-89.4045
nmdc:bsm-11-vw98j128,43.0995,-89.4045
nmdc:bsm-11-f0kkf285,43.0995,-89.4045
nmdc:bsm-11-t5gjvv95,43.0995,-89.4045
nmdc:bsm-11-d54c9b80,43.0995,-89.4045
nmdc:bsm-11-gpmztq81,43.0995,-89.4045
nmdc:bsm-11-f7w3sq74,43.0995,-89.4045
nmdc:bsm-11-rg8mgk15,43.0995,-89.4045
nmdc:bsm-11-rkqeyq96,43.0995,-89.4045
nmdc:bsm-11-9qnwyp83,43.0995,-89.4045
nmdc:bsm-11-kj2wnm77,43.0995,-89.4045
nmdc:bsm-11-jcyxjq62,43.0995,-89.4045
nmdc:bsm-11-90wkpj09,43.0995,-89.4045
nmdc:bsm-11-m4k42235,43.0995,-89.4045
nmdc:bsm-11-wne6bq02,43.0995,-89.4045
nmdc:bsm-11-38ktv790,43.0995,-89.4045
nmdc:bsm-11-y0j7vd07,43.0995,-89.4045
nmdc:bsm-11-e7faj137,43.0995,-89.4045
nmdc:bsm-11-q7k6mn24,43.0995,-89.4045
nmdc:bsm-11-wjyt5s93,43.0995,-89.4045
nmdc:bsm-11-pfe7sf47,43.0995,-89.4045
nmdc:bsm-11-g9yg7716,43.0995,-89.4045
nmdc:bsm-11-gy840311,43.0995,-89.4045
nmdc:bsm-11-wfc4zy34,43.0995,-89.4045
nmdc:bsm-11-96r7vz43,43.0995,-89.4045
nmdc:bsm-11-69c6e729,43.0995,-89.4045
nmdc:bsm-11-gk2xh226,43.0995,-89.4045
nmdc:bsm-11-rvxdc974,43.0995,-89.4045
nmdc:bsm-11-9a6mty96,43.0995,-89.4045
nmdc:bsm-11-vmds6s72,43.0995,-89.4045
nmdc:bsm-11-vdq4zx79,43.0995,-89.4045
nmdc:bsm-11-czcp1v11,43.0995,-89.4045
nmdc:bsm-11-qtd21h96,43.0995,-89.4045
nmdc:bsm-11-kg45zm77,43.0995,-89.4045
nmdc:bsm-11-85e8h212,43.0995,-89.4045
nmdc:bsm-11-bvpm7y65,43.0995,-89.4045
nmdc:bsm-11-stgvnc38,43.0995,-89.4045
nmdc:bsm-11-b9kfx955,43.0995,-89.4045
nmdc:bsm-11-qa1bj383,43.0995,-89.4045
nmdc:bsm-11-ne6r5j45,43.0995,-89.4045
nmdc:bsm-11-6c7wsz57,43.0995,-89.4045
nmdc:bsm-11-8nzk7c81,43.0995,-89.4045
nmdc:bsm-11-pm6ecm12,43.0995,-89.4045
nmdc:bsm-11-n262pc77,43.0995,-89.4045
nmdc:bsm-11-8dq5a160,43.0995,-89.4045
nmdc:bsm-11-7ekjas67,43.0995,-89.4045
nmdc:bsm-11-vjyshf97,43.0995,-89.4045
nmdc:bsm-11-p6mnn343,43.0995,-89.4045
nmdc:bsm-11-g537gd79,43.0995,-89.4045
nmdc:bsm-11-jn17q323,43.0995,-89.4045
nmdc:bsm-11-gzy91h39,43.0995,-89.4045
nmdc:bsm-11-05d5a977,43.0995,-89.4045
nmdc:bsm-11-era2r378,43.0995,-89.4045
nmdc:bsm-11-zmkms839,43.0995,-89.4045
nmdc:bsm-11-0rvewk88,43.0995,-89.4045
nmdc:bsm-11-az77ef74,43.0995,-89.4045
nmdc:bsm-11-5c93r033,43.0995,-89.4045
nmdc:bsm-11-4bwp2978,43.0995,-89.4045
nmdc:bsm-11-cc836x13,43.0995,-89.4045
nmdc:bsm-11-pyzwfh90,43.0995,-89.4045
nmdc:bsm-11-8t1twt29,43.0995,-89.4045
nmdc:bsm-11-sfsr2449,43.0995,-89.4045
nmdc:bsm-11-tre08s26,43.0995,-89.4045
nmdc:bsm-11-hfm2c310,43.0995,-89.4045
nmdc:bsm-11-4tg72938,43.0995,-89.4045
nmdc:bsm-11-bf6af068,43.0995,-89.4045
